Section I - Assets,Foreign Currency,Total Currency,P_Tags
Of (A) Secured by residential property,21707139,227345438,"Total All Banks, As At November 30, 2014, (in thousands of dollars), Total All Banks, As At November 30, 2014, (in thousands of dollars)"
which: (B) Secured by other than residential property,40822420,112398727,"Total All Banks, As At November 30, 2014, (in thousands of dollars), Total All Banks, As At November 30, 2014, (in thousands of dollars)"
(vii) Reverse repurchase agreements,316123328,475004327,"Total All Banks, As At November 30, 2014, (in thousands of dollars), Total All Banks, As At November 30, 2014, (in thousands of dollars)"
(viii) To individuals and others for business purposes,276416427,495650516,"Total All Banks, As At November 30, 2014, (in thousands of dollars), Total All Banks, As At November 30, 2014, (in thousands of dollars)"
Of (A) Secured by residential property,6473382,19653014,"Total All Banks, As At November 30, 2014, (in thousands of dollars), Total All Banks, As At November 30, 2014, (in thousands of dollars)"
which: (B) Secured by other than residential property,147235344,287054135,"Total All Banks, As At November 30, 2014, (in thousands of dollars), Total All Banks, As At November 30, 2014, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At November 30, 2014, (in thousands of dollars), Total All Banks, As At November 30, 2014, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At November 30, 2014, (in thousands of dollars), Total All Banks, As At November 30, 2014, (in thousands of dollars)"
(A) Insured,827971,547347454,"Total All Banks, As At November 30, 2014, (in thousands of dollars), Total All Banks, As At November 30, 2014, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,182775671,"Total All Banks, As At November 30, 2014, (in thousands of dollars), Total All Banks, As At November 30, 2014, (in thousands of dollars)"
(C) Uninsured,62680485,466103062,"Total All Banks, As At November 30, 2014, (in thousands of dollars), Total All Banks, As At November 30, 2014, (in thousands of dollars)"
(D) Reverse Mortgages,0,1364494,"Total All Banks, As At November 30, 2014, (in thousands of dollars), Total All Banks, As At November 30, 2014, (in thousands of dollars)"
(ii) Non-residential,27903452,79741471,"Total All Banks, As At November 30, 2014, (in thousands of dollars), Total All Banks, As At November 30, 2014, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",727676,70694032,"Total All Banks, As At November 30, 2014, (in thousands of dollars), Total All Banks, As At November 30, 2014, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6986935,14714073,"Total All Banks, As At November 30, 2014, (in thousands of dollars), Total All Banks, As At November 30, 2014, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At November 30, 2014, (in thousands of dollars), Total All Banks, As At November 30, 2014, (in thousands of dollars)"
(a) Insurance-related assets,87861,4979256,"Total All Banks, As At November 30, 2014, (in thousands of dollars), Total All Banks, As At November 30, 2014, (in thousands of dollars)"
(b) Accrued interest,3015684,8092502,"Total All Banks, As At November 30, 2014, (in thousands of dollars), Total All Banks, As At November 30, 2014, (in thousands of dollars)"
(c) Prepaid and deferred charges,797595,6642764,"Total All Banks, As At November 30, 2014, (in thousands of dollars), Total All Banks, As At November 30, 2014, (in thousands of dollars)"
(d) Goodwill,26913422,38432618,"Total All Banks, As At November 30, 2014, (in thousands of dollars), Total All Banks, As At November 30, 2014, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At November 30, 2014, (in thousands of dollars), Total All Banks, As At November 30, 2014, (in thousands of dollars)"
(i) with definite lives,3560884,11010400,"Total All Banks, As At November 30, 2014, (in thousands of dollars), Total All Banks, As At November 30, 2014, (in thousands of dollars)"
(ii) with indefinite lives,208242,2932919,"Total All Banks, As At November 30, 2014, (in thousands of dollars), Total All Banks, As At November 30, 2014, (in thousands of dollars)"
(f) Deferred tax assets,5645993,10872618,"Total All Banks, As At November 30, 2014, (in thousands of dollars), Total All Banks, As At November 30, 2014, (in thousands of dollars)"
(g) Derivatives related amounts,475332486,282165509,"Total All Banks, As At November 30, 2014, (in thousands of dollars), Total All Banks, As At November 30, 2014, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,8014301,12205907,"Total All Banks, As At November 30, 2014, (in thousands of dollars), Total All Banks, As At November 30, 2014, (in thousands of dollars)"
(i) Interests in associates and joint ventures,11437826,14995309,"Total All Banks, As At November 30, 2014, (in thousands of dollars), Total All Banks, As At November 30, 2014, (in thousands of dollars)"
(j) Other,9429685,75930477,"Total All Banks, As At November 30, 2014, (in thousands of dollars), Total All Banks, As At November 30, 2014, (in thousands of dollars)"
Total  Assets,2034082519,4384210718,"Total All Banks, As At November 30, 2014, (in thousands of dollars), Total All Banks, As At November 30, 2014, (in thousands of dollars)"
