Section I - Assets,Foreign Currency,Total Currency,P_Tags
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",5103859,7067546,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
(ii) To regulated financial institutions,65450411,75361449,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",2972,6645766,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
(iv) To foreign governments,21813554,21882556,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
(v) Lease receivables,11111275,22436944,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
(vi) To individuals for non-business purposes,107529926,597992747,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
Of (A) Secured by residential property,21439381,245414119,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
which: (B) Secured by other than residential property,45843377,145988607,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
(vii) Reverse repurchase agreements,428071978,606103627,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
(viii) To individuals and others for business purposes,422945638,719179635,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
Of (A) Secured by residential property,10579999,36236486,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
which: (B) Secured by other than residential property,200347095,379494294,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
(A) Insured,964964,557821583,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,171298794,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
(C) Uninsured,86094373,625401757,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
(D) Reverse Mortgages,0,2037023,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
(ii) Non-residential,45390927,110899992,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",2912543,76801299,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",7326178,15210371,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
(a) Insurance-related assets,196287,5457393,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
(b) Accrued interest,4592886,8725742,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
(c) Prepaid and deferred charges,1718016,5762246,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
(d) Goodwill,35842047,47589443,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
(i) with definite lives,5700209,14874429,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
(ii) with indefinite lives,202691,2887229,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
(f) Deferred tax assets,5159684,11270800,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
(g) Derivatives related amounts,10249301,260869321,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,9485234,18558313,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
(i) Interests in associates and joint ventures,14912807,17120388,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
(j) Other,70522545,98011232,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
Total  Assets,2236120372,5279255460,"Total All Banks, As At June 30, 2017, (in thousands of dollars), Total All Banks, As At June 30, 2017, (in thousands of dollars)"
