Section I - Assets,Foreign Currency,Total Currency,P_Tags
3. Loans,3. Loans,3. Loans,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",4119296,4663839,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
(ii) To regulated financial institutions,71486252,79707334,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",17447,4004639,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
(iv) To foreign governments,23537254,23537254,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
(v) Lease receivables,14040386,28504724,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
(vi) To individuals for non-business purposes,121876053,642812239,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
Of (A) Secured by residential property,21687438,266439014,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
which: (B) Secured by other than residential property,51417928,160747968,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
(vii) Reverse repurchase agreements,582255528,802321333,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
(viii) To individuals and others for business purposes,498898327,829881911,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
Of (A) Secured by residential property,4363542,29806804,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
which: (B) Secured by other than residential property,243278416,448819816,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
(A) Insured,1018788,493293528,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,182816028,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
(C) Uninsured,109953377,787337835,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
(D) Reverse Mortgages,701737,3489247,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
(ii) Non-residential,52380948,130091877,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",1382445,89657127,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",7445946,15741044,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
(a) Insurance-related assets,285330,8629249,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
(b) Accrued interest,6629465,13344653,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
(c) Prepaid and deferred charges,1682929,6018744,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
(d) Goodwill,38185009,52186253,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
(i) with definite lives,5891221,16600684,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
(ii) with indefinite lives,204132,5077909,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
(f) Deferred tax assets,4238746,10338034,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
(g) Derivatives related amounts,556798899,250069267,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,6971413,16035470,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
(i) Interests in associates and joint ventures,17432872,19167039,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
(j) Other,41189491,108860823,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
Total  Assets,3155998036,5929396311,"Total All Banks, As At November 30, 2018, (in thousands of dollars), Total All Banks, As At November 30, 2018, (in thousands of dollars)"
