Section I - Assets,Foreign Currency,Total Currency,P_Tags
"5. Land, buildings, and equipment, less accumulated depreciation",9168785,17116010,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
(a) Insurance-related assets,103109,5355840,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
(b) Accrued interest,3620441,8655565,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
(c) Prepaid and deferred charges,1489879,4629285,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
(d) Goodwill,32667234,44349812,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
(i) with definite lives,5877449,13877104,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
(ii) with indefinite lives,235482,2920214,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
(f) Deferred tax assets,6674806,11277194,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
(g) Derivatives related amounts,525044152,328244234,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,9780194,13624528,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
(i) Interests in associates and joint ventures,15441671,17966426,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
(j) Other,17781318,84182635,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
Total  Assets,2486749614,4914660657,"Total All Banks, As At November 30, 2015, (in thousands of dollars), Total All Banks, As At November 30, 2015, (in thousands of dollars)"
