Section I - Assets,Foreign Currency,Total Currency,P_Tags
(B) Of which: NHA MBS pooled and unsold,0,184762395,"Total All Banks, As At December 31, 2017, (in thousands of dollars), Total All Banks, As At December 31, 2017, (in thousands of dollars)"
(C) Uninsured,91135260,685917715,"Total All Banks, As At December 31, 2017, (in thousands of dollars), Total All Banks, As At December 31, 2017, (in thousands of dollars)"
(D) Reverse Mortgages,411873,2674957,"Total All Banks, As At December 31, 2017, (in thousands of dollars), Total All Banks, As At December 31, 2017, (in thousands of dollars)"
(ii) Non-residential,45499321,115918906,"Total All Banks, As At December 31, 2017, (in thousands of dollars), Total All Banks, As At December 31, 2017, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for impairment/expected credit losses",1767177,78678090,"Total All Banks, As At December 31, 2017, (in thousands of dollars), Total All Banks, As At December 31, 2017, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6887849,14817137,"Total All Banks, As At December 31, 2017, (in thousands of dollars), Total All Banks, As At December 31, 2017, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At December 31, 2017, (in thousands of dollars), Total All Banks, As At December 31, 2017, (in thousands of dollars)"
(a) Insurance-related assets,205932,5480719,"Total All Banks, As At December 31, 2017, (in thousands of dollars), Total All Banks, As At December 31, 2017, (in thousands of dollars)"
(b) Accrued interest,5265852,10147712,"Total All Banks, As At December 31, 2017, (in thousands of dollars), Total All Banks, As At December 31, 2017, (in thousands of dollars)"
(c) Prepaid and deferred charges,1493664,6253531,"Total All Banks, As At December 31, 2017, (in thousands of dollars), Total All Banks, As At December 31, 2017, (in thousands of dollars)"
(d) Goodwill,35059129,46817983,"Total All Banks, As At December 31, 2017, (in thousands of dollars), Total All Banks, As At December 31, 2017, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At December 31, 2017, (in thousands of dollars), Total All Banks, As At December 31, 2017, (in thousands of dollars)"
(i) with definite lives,5566280,15069260,"Total All Banks, As At December 31, 2017, (in thousands of dollars), Total All Banks, As At December 31, 2017, (in thousands of dollars)"
(ii) with indefinite lives,202204,2886701,"Total All Banks, As At December 31, 2017, (in thousands of dollars), Total All Banks, As At December 31, 2017, (in thousands of dollars)"
(f) Deferred tax assets,4098135,10277697,"Total All Banks, As At December 31, 2017, (in thousands of dollars), Total All Banks, As At December 31, 2017, (in thousands of dollars)"
(g) Derivatives related amounts,41665564,238430536,"Total All Banks, As At December 31, 2017, (in thousands of dollars), Total All Banks, As At December 31, 2017, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,9125833,16980191,"Total All Banks, As At December 31, 2017, (in thousands of dollars), Total All Banks, As At December 31, 2017, (in thousands of dollars)"
(i) Interests in associates and joint ventures,15508113,17573234,"Total All Banks, As At December 31, 2017, (in thousands of dollars), Total All Banks, As At December 31, 2017, (in thousands of dollars)"
(j) Other,75539935,86674771,"Total All Banks, As At December 31, 2017, (in thousands of dollars), Total All Banks, As At December 31, 2017, (in thousands of dollars)"
Total  Assets,2459697672,5494367561,"Total All Banks, As At December 31, 2017, (in thousands of dollars), Total All Banks, As At December 31, 2017, (in thousands of dollars)"
