Section I - Assets,Foreign Currency,Total Currency,P_Tags
"5. Land, buildings, and equipment, less accumulated depreciation",6959302,14755512,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
(a) Insurance-related assets,91373,5039846,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
(b) Accrued interest,2969360,7147616,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
(c) Prepaid and deferred charges,1153629,4773478,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
(d) Goodwill,27207089,38720880,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
(i) with definite lives,3638016,11113681,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
(ii) with indefinite lives,210473,2934773,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
(f) Deferred tax assets,5460755,10696424,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
(g) Derivatives related amounts,456896642,296179926,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,7551900,12164488,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
(i) Interests in associates and joint ventures,11448534,15017815,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
(j) Other,7446608,71998996,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
Total  Assets,2056769149,4429353430,"Total All Banks, As At December 31, 2014, (in thousands of dollars), Total All Banks, As At December 31, 2014, (in thousands of dollars)"
