Section I - Assets,Foreign Currency,Total Currency,P_Tags
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
(A) Insured,1323647,440279350,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,135836373,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
(C) Uninsured,158787463,1305456295,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
(D) Reverse Mortgages,380512,6497592,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
(ii) Non-residential,65112512,163484884,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",381184,96563235,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",14143712,32619583,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
(a) Insurance-related assets,237054,11602644,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
(b) Accrued interest,13335079,24336188,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
(c) Prepaid and deferred charges,1879666,8908145,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
(d) Goodwill,36581505,51635220,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
(i) with definite lives,6354923,19028554,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
(ii) with indefinite lives,40033,4927105,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
(f) Deferred tax assets,4122155,10254120,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
(g) Derivatives related amounts,-167575013,351113267,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,19123601,34539490,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
(i) Interests in associates and joint ventures,14859590,17469135,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
(j) Other,159236382,202070828,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
Total  Assets,3592442124,8298061193,"Total All Banks, As At January 31, 2023, (in thousands of dollars), Total All Banks, As At January 31, 2023, (in thousands of dollars)"
