Section I - Assets,Foreign Currency,Total Currency,P_Tags
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",12088334,14745253,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
(ii) To regulated financial institutions,40525741,46364651,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",56488,3973576,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
(iv) To foreign governments,10636179,10854710,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
(v) Lease receivables,5162777,13886125,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
(vi) To individuals for non-business purposes,63381831,484713830,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
Of (A) Secured by residential property,20102351,224055224,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
which: (B) Secured by other than residential property,28390503,85276924,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
(vii) Reverse repurchase agreements,221893274,329484870,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
(viii) To individuals and others for business purposes,196588233,384490334,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
Of (A) Secured by residential property,3592297,12321091,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
which: (B) Secured by other than residential property,105841281,227556122,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
(A) Insured,102832,526377067,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,133985772,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
(C) Uninsured,50671749,365441256,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
(D) Reverse Mortgages,0,986828,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
(ii) Non-residential,23058593,55962960,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",748076,55549178,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6314321,13704330,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
(a) Insurance-related assets,111138,4580721,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
(b) Accrued interest,2523888,6609593,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
(c) Prepaid and deferred charges,1901455,5342741,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
(d) Goodwill,22934781,32847497,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
(i) with definite lives,3352506,8712485,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
(ii) with indefinite lives,29357,2763523,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
(f) Deferred tax assets,4868398,9467193,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
(g) Derivatives related amounts,194732159,306064216,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,5435798,9633097,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
(i) Interests in associates and joint ventures,9235363,13341788,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
(j) Other,32711751,67025722,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
Total  Assets,1407614832,3745300661,"Total All Banks, As At June 30, 2012, (in thousands of dollars), Total All Banks, As At June 30, 2012, (in thousands of dollars)"
