Section I - Assets,Foreign Currency,Total Currency,P_Tags
"(i) Call and other short loans to investment dealers and brokers, secured",12363825,15207634,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
(ii) To regulated financial institutions,38756272,44919576,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",45658,3954568,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
(iv) To foreign governments,11226118,11444649,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
(v) Lease receivables,5105276,13906940,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
(vi) To individuals for non-business purposes,62340018,490399477,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
Of (A) Secured by residential property,19303656,226040631,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
which: (B) Secured by other than residential property,28626661,88048765,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
(vii) Reverse repurchase agreements,233978313,351954840,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
(viii) To individuals and others for business purposes,196860614,391600842,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
Of (A) Secured by residential property,2688438,13631160,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
which: (B) Secured by other than residential property,104881115,229833457,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
(A) Insured,100467,534879100,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,139418101,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
(C) Uninsured,50696608,372347292,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
(D) Reverse Mortgages,0,1023826,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
(ii) Non-residential,22088265,55635450,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",682853,58349851,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6092365,13585459,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
(a) Insurance-related assets,78425,4664364,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
(b) Accrued interest,2495045,7094831,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
(c) Prepaid and deferred charges,1678693,5265801,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
(d) Goodwill,22174114,32102005,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
(i) with definite lives,3305066,9105080,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
(ii) with indefinite lives,28353,2761021,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
(f) Deferred tax assets,4369409,8419676,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
(g) Derivatives related amounts,78873744,294663714,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,7320262,10637278,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
(i) Interests in associates and joint ventures,9036882,13317718,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
(j) Other,39775795,65600386,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
Total  Assets,1312449029,3790569600,"Total All Banks, As At September 30, 2012, (in thousands of dollars), Total All Banks, As At September 30, 2012, (in thousands of dollars)"
