Section I - Assets,Foreign Currency,Total Currency,P_Tags
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",4450111,4649427,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
(ii) To regulated financial institutions,62946088,72350514,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",8957,4482161,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
(iv) To foreign governments,23559019,23614318,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
(v) Lease receivables,10887966,21653684,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
(vi) To individuals for non-business purposes,109415395,585419676,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
Of (A) Secured by residential property,22920594,237310325,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
which: (B) Secured by other than residential property,47665835,145502902,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
(vii) Reverse repurchase agreements,403017039,579530979,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
(viii) To individuals and others for business purposes,410898356,674926389,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
Of (A) Secured by residential property,9499640,30468501,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
which: (B) Secured by other than residential property,219485856,394198820,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
(A) Insured,983213,566826404,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,171835679,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
(C) Uninsured,83765016,579443286,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
(D) Reverse Mortgages,0,1811878,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
(ii) Non-residential,44807863,106417046,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",1994247,74076475,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",8184711,16213646,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
(a) Insurance-related assets,166734,5416920,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
(b) Accrued interest,4164505,9291991,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
(c) Prepaid and deferred charges,1594047,5387210,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
(d) Goodwill,33031683,44747987,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
(i) with definite lives,5637249,14427058,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
(ii) with indefinite lives,203229,2887895,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
(f) Deferred tax assets,6328584,12628844,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
(g) Derivatives related amounts,486082782,328785494,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,8432158,16294173,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
(i) Interests in associates and joint ventures,14771370,16996714,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
(j) Other,37647978,105578389,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
Total  Assets,2614754160,5240242861,"Total All Banks, As At November 30, 2016, (in thousands of dollars), Total All Banks, As At November 30, 2016, (in thousands of dollars)"
