Section I - Assets,Foreign Currency,Total Currency,P_Tags
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
(a) Insurance-related assets,111986,5457759,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
(b) Accrued interest,3367553,8138565,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
(c) Prepaid and deferred charges,1518258,4744760,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
(d) Goodwill,29961850,41644428,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
(i) with definite lives,3974799,11958510,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
(ii) with indefinite lives,235130,2919862,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
(f) Deferred tax assets,6068328,10607876,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
(g) Derivatives related amounts,277320719,308108557,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,6832629,10241695,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
(i) Interests in associates and joint ventures,14825822,17325946,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
(j) Other,51384814,92369142,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
Total  Assets,2097865335,4700259021,"Total All Banks, As At October 31, 2015, (in thousands of dollars), Total All Banks, As At October 31, 2015, (in thousands of dollars)"
