Section I - Assets,Foreign Currency,Total Currency,P_Tags
(D) Reverse Mortgages,0,1406275,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
(ii) Non-residential,30652796,83756680,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",1276203,72708116,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",7389747,15174196,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
(a) Insurance-related assets,89755,5640724,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
(b) Accrued interest,3155879,7517864,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
(c) Prepaid and deferred charges,1280353,5013836,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
(d) Goodwill,29224548,40708093,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
(i) with definite lives,3836503,11425948,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
(ii) with indefinite lives,225127,2948886,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
(f) Deferred tax assets,6028120,11978764,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
(g) Derivatives related amounts,497244266,334934036,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,9963469,14567223,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
(i) Interests in associates and joint ventures,12540234,16364563,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
(j) Other,67286966,98534420,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
Total  Assets,2242147420,4612160783,"Total All Banks, As At February 28, 2015, (in thousands of dollars), Total All Banks, As At February 28, 2015, (in thousands of dollars)"
