Section I - Assets,Foreign Currency,Total Currency,P_Tags
Of (A) Secured by residential property,21499494,227117465,"Total All Banks, As At October 31, 2014, (in thousands of dollars), Total All Banks, As At October 31, 2014, (in thousands of dollars)"
which: (B) Secured by other than residential property,40097824,111306255,"Total All Banks, As At October 31, 2014, (in thousands of dollars), Total All Banks, As At October 31, 2014, (in thousands of dollars)"
(vii) Reverse repurchase agreements,278323769,424946324,"Total All Banks, As At October 31, 2014, (in thousands of dollars), Total All Banks, As At October 31, 2014, (in thousands of dollars)"
(viii) To individuals and others for business purposes,267268344,489444835,"Total All Banks, As At October 31, 2014, (in thousands of dollars), Total All Banks, As At October 31, 2014, (in thousands of dollars)"
Of (A) Secured by residential property,6671415,20047799,"Total All Banks, As At October 31, 2014, (in thousands of dollars), Total All Banks, As At October 31, 2014, (in thousands of dollars)"
which: (B) Secured by other than residential property,140694948,281280978,"Total All Banks, As At October 31, 2014, (in thousands of dollars), Total All Banks, As At October 31, 2014, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At October 31, 2014, (in thousands of dollars), Total All Banks, As At October 31, 2014, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At October 31, 2014, (in thousands of dollars), Total All Banks, As At October 31, 2014, (in thousands of dollars)"
(A) Insured,803429,548630133,"Total All Banks, As At October 31, 2014, (in thousands of dollars), Total All Banks, As At October 31, 2014, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,182793892,"Total All Banks, As At October 31, 2014, (in thousands of dollars), Total All Banks, As At October 31, 2014, (in thousands of dollars)"
(C) Uninsured,62038280,461168461,"Total All Banks, As At October 31, 2014, (in thousands of dollars), Total All Banks, As At October 31, 2014, (in thousands of dollars)"
(D) Reverse Mortgages,0,1350111,"Total All Banks, As At October 31, 2014, (in thousands of dollars), Total All Banks, As At October 31, 2014, (in thousands of dollars)"
(ii) Non-residential,27369288,78955881,"Total All Banks, As At October 31, 2014, (in thousands of dollars), Total All Banks, As At October 31, 2014, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",719885,69261857,"Total All Banks, As At October 31, 2014, (in thousands of dollars), Total All Banks, As At October 31, 2014, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6884056,14795537,"Total All Banks, As At October 31, 2014, (in thousands of dollars), Total All Banks, As At October 31, 2014, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At October 31, 2014, (in thousands of dollars), Total All Banks, As At October 31, 2014, (in thousands of dollars)"
(a) Insurance-related assets,94945,4873188,"Total All Banks, As At October 31, 2014, (in thousands of dollars), Total All Banks, As At October 31, 2014, (in thousands of dollars)"
(b) Accrued interest,2767479,7470872,"Total All Banks, As At October 31, 2014, (in thousands of dollars), Total All Banks, As At October 31, 2014, (in thousands of dollars)"
(c) Prepaid and deferred charges,1211682,4616733,"Total All Banks, As At October 31, 2014, (in thousands of dollars), Total All Banks, As At October 31, 2014, (in thousands of dollars)"
(d) Goodwill,26687681,38212551,"Total All Banks, As At October 31, 2014, (in thousands of dollars), Total All Banks, As At October 31, 2014, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At October 31, 2014, (in thousands of dollars), Total All Banks, As At October 31, 2014, (in thousands of dollars)"
(i) with definite lives,3618633,11063930,"Total All Banks, As At October 31, 2014, (in thousands of dollars), Total All Banks, As At October 31, 2014, (in thousands of dollars)"
(ii) with indefinite lives,209136,2934590,"Total All Banks, As At October 31, 2014, (in thousands of dollars), Total All Banks, As At October 31, 2014, (in thousands of dollars)"
(f) Deferred tax assets,5566347,10571547,"Total All Banks, As At October 31, 2014, (in thousands of dollars), Total All Banks, As At October 31, 2014, (in thousands of dollars)"
(g) Derivatives related amounts,418711670,248531261,"Total All Banks, As At October 31, 2014, (in thousands of dollars), Total All Banks, As At October 31, 2014, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,9611276,13216765,"Total All Banks, As At October 31, 2014, (in thousands of dollars), Total All Banks, As At October 31, 2014, (in thousands of dollars)"
(i) Interests in associates and joint ventures,11194067,14696880,"Total All Banks, As At October 31, 2014, (in thousands of dollars), Total All Banks, As At October 31, 2014, (in thousands of dollars)"
(j) Other,1088895,63821551,"Total All Banks, As At October 31, 2014, (in thousands of dollars), Total All Banks, As At October 31, 2014, (in thousands of dollars)"
Total  Assets,1875734010,4211498327,"Total All Banks, As At October 31, 2014, (in thousands of dollars), Total All Banks, As At October 31, 2014, (in thousands of dollars)"
