Section I - Assets,Foreign Currency,Total Currency,P_Tags
(viii) To individuals and others for business purposes,200344925,395818713,"Total All Banks, As At October 31, 2012, (in thousands of dollars), Total All Banks, As At October 31, 2012, (in thousands of dollars)"
Of (A) Secured by residential property,2702517,13690155,"Total All Banks, As At October 31, 2012, (in thousands of dollars), Total All Banks, As At October 31, 2012, (in thousands of dollars)"
which: (B) Secured by other than residential property,106684945,228994219,"Total All Banks, As At October 31, 2012, (in thousands of dollars), Total All Banks, As At October 31, 2012, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At October 31, 2012, (in thousands of dollars), Total All Banks, As At October 31, 2012, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At October 31, 2012, (in thousands of dollars), Total All Banks, As At October 31, 2012, (in thousands of dollars)"
(A) Insured,544304,537030230,"Total All Banks, As At October 31, 2012, (in thousands of dollars), Total All Banks, As At October 31, 2012, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,140478469,"Total All Banks, As At October 31, 2012, (in thousands of dollars), Total All Banks, As At October 31, 2012, (in thousands of dollars)"
(C) Uninsured,51357860,374329740,"Total All Banks, As At October 31, 2012, (in thousands of dollars), Total All Banks, As At October 31, 2012, (in thousands of dollars)"
(D) Reverse Mortgages,0,1034376,"Total All Banks, As At October 31, 2012, (in thousands of dollars), Total All Banks, As At October 31, 2012, (in thousands of dollars)"
(ii) Non-residential,22338318,56287086,"Total All Banks, As At October 31, 2012, (in thousands of dollars), Total All Banks, As At October 31, 2012, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",618266,58097354,"Total All Banks, As At October 31, 2012, (in thousands of dollars), Total All Banks, As At October 31, 2012, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6219537,14068839,"Total All Banks, As At October 31, 2012, (in thousands of dollars), Total All Banks, As At October 31, 2012, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At October 31, 2012, (in thousands of dollars), Total All Banks, As At October 31, 2012, (in thousands of dollars)"
(a) Insurance-related assets,79453,4596860,"Total All Banks, As At October 31, 2012, (in thousands of dollars), Total All Banks, As At October 31, 2012, (in thousands of dollars)"
(b) Accrued interest,2664535,7468295,"Total All Banks, As At October 31, 2012, (in thousands of dollars), Total All Banks, As At October 31, 2012, (in thousands of dollars)"
(c) Prepaid and deferred charges,1672275,5246124,"Total All Banks, As At October 31, 2012, (in thousands of dollars), Total All Banks, As At October 31, 2012, (in thousands of dollars)"
(d) Goodwill,22468091,32356834,"Total All Banks, As At October 31, 2012, (in thousands of dollars), Total All Banks, As At October 31, 2012, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At October 31, 2012, (in thousands of dollars), Total All Banks, As At October 31, 2012, (in thousands of dollars)"
(i) with definite lives,3360691,9251980,"Total All Banks, As At October 31, 2012, (in thousands of dollars), Total All Banks, As At October 31, 2012, (in thousands of dollars)"
(ii) with indefinite lives,28810,2760798,"Total All Banks, As At October 31, 2012, (in thousands of dollars), Total All Banks, As At October 31, 2012, (in thousands of dollars)"
(f) Deferred tax assets,4463904,8863091,"Total All Banks, As At October 31, 2012, (in thousands of dollars), Total All Banks, As At October 31, 2012, (in thousands of dollars)"
(g) Derivatives related amounts,270241577,280587696,"Total All Banks, As At October 31, 2012, (in thousands of dollars), Total All Banks, As At October 31, 2012, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,6148268,9816327,"Total All Banks, As At October 31, 2012, (in thousands of dollars), Total All Banks, As At October 31, 2012, (in thousands of dollars)"
(i) Interests in associates and joint ventures,9324299,13921531,"Total All Banks, As At October 31, 2012, (in thousands of dollars), Total All Banks, As At October 31, 2012, (in thousands of dollars)"
(j) Other,33775199,63960867,"Total All Banks, As At October 31, 2012, (in thousands of dollars), Total All Banks, As At October 31, 2012, (in thousands of dollars)"
Total  Assets,1446938284,3721258303,"Total All Banks, As At October 31, 2012, (in thousands of dollars), Total All Banks, As At October 31, 2012, (in thousands of dollars)"
