Section I - Assets,Foreign Currency,Total Currency,P_Tags
"(iii) To Canadian federal government, provinces, municipal or school corporations",83739,4780774,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
(iv) To foreign governments,24258774,24258774,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
(v) Lease receivables,14475712,29148433,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
(vi) To individuals for non-business purposes,126612291,647916161,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
Of (A) Secured by residential property,22107898,267275928,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
which: (B) Secured by other than residential property,52390695,159477018,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
(vii) Reverse repurchase agreements,621678053,828142308,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
(viii) To individuals and others for business purposes,518896262,862225997,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
Of (A) Secured by residential property,4384143,30263041,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
which: (B) Secured by other than residential property,251939936,461876720,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
(A) Insured,1044898,491066315,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,185392086,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
(C) Uninsured,112883283,795605952,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
(D) Reverse Mortgages,723230,3547583,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
(ii) Non-residential,53557304,132054646,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",1004321,86869967,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",7633232,15925302,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
(a) Insurance-related assets,313757,8505897,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
(b) Accrued interest,7278935,13024155,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
(c) Prepaid and deferred charges,1866960,6906492,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
(d) Goodwill,39075344,53077295,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
(i) with definite lives,6014864,16623408,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
(ii) with indefinite lives,209472,5083249,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
(f) Deferred tax assets,3840360,9880593,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
(g) Derivatives related amounts,675347406,278574790,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,7854036,17698295,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
(i) Interests in associates and joint ventures,18182447,19821245,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
(j) Other,34637412,102261922,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
Total  Assets,3428128053,6110692251,"Total All Banks, As At December 31, 2018, (in thousands of dollars), Total All Banks, As At December 31, 2018, (in thousands of dollars)"
