Section I - Assets,Foreign Currency,Total Currency,P_Tags
(d) Goodwill,30365634,42077463,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
(i) with definite lives,3783986,11652947,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
(ii) with indefinite lives,236188,2918468,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
(f) Deferred tax assets,6356034,11651338,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
(g) Derivatives related amounts,674187344,358196955,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,6550868,10036309,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
(i) Interests in associates and joint ventures,15016603,17487226,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
(j) Other,16718538,88913615,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
Total  Assets,2579847129,4878082574,"Total All Banks, As At September 30, 2015, (in thousands of dollars), Total All Banks, As At September 30, 2015, (in thousands of dollars)"
