Section I - Assets,Foreign Currency,Total Currency,P_Tags
(v) Lease receivables,11805313,24683350,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
(vi) To individuals for non-business purposes,114812139,624262548,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
Of (A) Secured by residential property,20996992,258963404,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
which: (B) Secured by other than residential property,50120321,158714075,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
(vii) Reverse repurchase agreements,532363413,721562794,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
(viii) To individuals and others for business purposes,455489030,778382328,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
Of (A) Secured by residential property,4254017,28231060,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
which: (B) Secured by other than residential property,227347409,428116450,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment/expected credit losses","(b) Mortgages, less allowance for impairment/expected credit losses","(b) Mortgages, less allowance for impairment/expected credit losses","Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
(A) Insured,994630,509867809,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,178870131,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
(C) Uninsured,98333603,729235686,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
(D) Reverse Mortgages,406313,2964860,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
(ii) Non-residential,49420285,122397587,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for impairment/expected credit losses",1539576,87884527,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",7034803,15077538,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
(a) Insurance-related assets,303780,5758824,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
(b) Accrued interest,6001968,11036230,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
(c) Prepaid and deferred charges,1722113,6086287,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
(d) Goodwill,36602749,48916632,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
(i) with definite lives,5677960,15672167,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
(ii) with indefinite lives,207717,3442110,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
(f) Deferred tax assets,3879780,10230691,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
(g) Derivatives related amounts,487108954,270618072,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,8624969,16429489,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
(i) Interests in associates and joint ventures,16410130,18438667,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
(j) Other,54936924,106914740,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
Total  Assets,2946791980,5684278858,"Total All Banks, As At June 30, 2018, (in thousands of dollars), Total All Banks, As At June 30, 2018, (in thousands of dollars)"
