Section I - Assets,Foreign Currency,Total Currency,P_Tags
(v) Lease receivables,13243706,26590965,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
(vi) To individuals for non-business purposes,120098500,638300393,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
Of (A) Secured by residential property,21568192,264761095,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
which: (B) Secured by other than residential property,51085876,160942194,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
(vii) Reverse repurchase agreements,500581551,696745332,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
(viii) To individuals and others for business purposes,482102024,808527649,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
Of (A) Secured by residential property,4301485,29402516,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
which: (B) Secured by other than residential property,237122459,439763691,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment/expected credit losses","(b) Mortgages, less allowance for impairment/expected credit losses","(b) Mortgages, less allowance for impairment/expected credit losses","Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
(A) Insured,1029856,493604614,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,182193802,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
(C) Uninsured,107525380,769851273,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
(D) Reverse Mortgages,691032,3425690,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
(ii) Non-residential,51110471,125152754,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for impairment/expected credit losses",1711557,91828363,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",7357865,15701559,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
(a) Insurance-related assets,309607,8741264,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
(b) Accrued interest,6144233,12522299,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
(c) Prepaid and deferred charges,1648773,5863615,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
(d) Goodwill,37753498,51306990,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
(i) with definite lives,5834421,16306894,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
(ii) with indefinite lives,202641,5076418,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
(f) Deferred tax assets,3901418,10017937,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
(g) Derivatives related amounts,503000103,256555207,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,6802344,15472182,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
(i) Interests in associates and joint ventures,17108534,18828930,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
(j) Other,47878341,111358559,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
Total  Assets,2955599118,5722329942,"Total All Banks, As At October 31, 2018, (in thousands of dollars), Total All Banks, As At October 31, 2018, (in thousands of dollars)"
