Section I - Assets,Foreign Currency,Total Currency,P_Tags
Of (A) Secured by residential property,4484136,17645370,"Total All Banks, As At December 31, 2011, (in thousands of dollars), Total All Banks, As At December 31, 2011, (in thousands of dollars)"
which: (B) Secured by other than residential property,97453984,214967970,"Total All Banks, As At December 31, 2011, (in thousands of dollars), Total All Banks, As At December 31, 2011, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At December 31, 2011, (in thousands of dollars), Total All Banks, As At December 31, 2011, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At December 31, 2011, (in thousands of dollars), Total All Banks, As At December 31, 2011, (in thousands of dollars)"
(A) Insured,89626,515295841,"Total All Banks, As At December 31, 2011, (in thousands of dollars), Total All Banks, As At December 31, 2011, (in thousands of dollars)"
(B) Of which: NHA MBS reported as mortgages,0,96301941,"Total All Banks, As At December 31, 2011, (in thousands of dollars), Total All Banks, As At December 31, 2011, (in thousands of dollars)"
(C) Uninsured,47374136,346430551,"Total All Banks, As At December 31, 2011, (in thousands of dollars), Total All Banks, As At December 31, 2011, (in thousands of dollars)"
(D) Reverse Mortgages,0,932540,"Total All Banks, As At December 31, 2011, (in thousands of dollars), Total All Banks, As At December 31, 2011, (in thousands of dollars)"
(ii) Non-residential,23681808,54797189,"Total All Banks, As At December 31, 2011, (in thousands of dollars), Total All Banks, As At December 31, 2011, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",1289445,49117745,"Total All Banks, As At December 31, 2011, (in thousands of dollars), Total All Banks, As At December 31, 2011, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6157572,13751510,"Total All Banks, As At December 31, 2011, (in thousands of dollars), Total All Banks, As At December 31, 2011, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At December 31, 2011, (in thousands of dollars), Total All Banks, As At December 31, 2011, (in thousands of dollars)"
(a) Insurance-related assets,42431,4415283,"Total All Banks, As At December 31, 2011, (in thousands of dollars), Total All Banks, As At December 31, 2011, (in thousands of dollars)"
(b) Accrued interest,2587447,6612966,"Total All Banks, As At December 31, 2011, (in thousands of dollars), Total All Banks, As At December 31, 2011, (in thousands of dollars)"
(c) Prepaid and deferred charges,1812738,5185254,"Total All Banks, As At December 31, 2011, (in thousands of dollars), Total All Banks, As At December 31, 2011, (in thousands of dollars)"
(d) Goodwill,21937664,31793416,"Total All Banks, As At December 31, 2011, (in thousands of dollars), Total All Banks, As At December 31, 2011, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At December 31, 2011, (in thousands of dollars), Total All Banks, As At December 31, 2011, (in thousands of dollars)"
(i) with definite lives,3383819,8453174,"Total All Banks, As At December 31, 2011, (in thousands of dollars), Total All Banks, As At December 31, 2011, (in thousands of dollars)"
(ii) with indefinite lives,20731,2766459,"Total All Banks, As At December 31, 2011, (in thousands of dollars), Total All Banks, As At December 31, 2011, (in thousands of dollars)"
(f) Deferred tax assets,4602930,9142336,"Total All Banks, As At December 31, 2011, (in thousands of dollars), Total All Banks, As At December 31, 2011, (in thousands of dollars)"
(g) Derivatives related amounts,112703034,323903391,"Total All Banks, As At December 31, 2011, (in thousands of dollars), Total All Banks, As At December 31, 2011, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,6623687,9032707,"Total All Banks, As At December 31, 2011, (in thousands of dollars), Total All Banks, As At December 31, 2011, (in thousands of dollars)"
(i) Interests in associates and joint ventures,8946768,12727479,"Total All Banks, As At December 31, 2011, (in thousands of dollars), Total All Banks, As At December 31, 2011, (in thousands of dollars)"
(j) Other,45634712,69485018,"Total All Banks, As At December 31, 2011, (in thousands of dollars), Total All Banks, As At December 31, 2011, (in thousands of dollars)"
Total  Assets,1278601909,3662723641,"Total All Banks, As At December 31, 2011, (in thousands of dollars), Total All Banks, As At December 31, 2011, (in thousands of dollars)"
