Section I - Assets,Foreign Currency,Total Currency,P_Tags
(iv) To foreign governments,23475078,23475078,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
(v) Lease receivables,16766811,36352903,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
(vi) To individuals for non-business purposes,167382455,770554038,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
Of (A) Secured by residential property,21487495,316604167,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
which: (B) Secured by other than residential property,91758954,218317329,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
(vii) Reverse repurchase agreements,719205659,979706453,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
(viii) To individuals and others for business purposes,779545990,1343493717,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
Of (A) Secured by residential property,9481451,44549456,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
which: (B) Secured by other than residential property,406803315,727932975,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
(A) Insured,1587647,434517799,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,141435360,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
(C) Uninsured,190569889,1381490369,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
(D) Reverse Mortgages,337939,7414883,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
(ii) Non-residential,84487896,184158237,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",190455,86158014,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",15689998,33976098,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
(a) Insurance-related assets,236217,11726033,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
(b) Accrued interest,16938642,30888324,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
(c) Prepaid and deferred charges,1817161,8506721,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
(d) Goodwill,49925192,65025233,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
(i) with definite lives,9284883,22331351,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
(ii) with indefinite lives,11621,4945725,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
(f) Deferred tax assets,6473602,15301060,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
(g) Derivatives related amounts,1308890173,392592835,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,28430561,44341657,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
(i) Interests in associates and joint ventures,15530879,17537709,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
(j) Other,124515807,181631483,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
Total  Assets,5284933001,8661358770,"Total All Banks, As At October 31, 2023, (in thousands of dollars), Total All Banks, As At October 31, 2023, (in thousands of dollars)"
