Section I - Assets,Foreign Currency,Total Currency,P_Tags
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",10011577,11308621,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
(ii) To regulated financial institutions,63525767,70247798,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",655099,5905755,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
(iv) To foreign governments,19876444,19932230,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
(v) Lease receivables,10029882,21193256,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
(vi) To individuals for non-business purposes,106599766,566943581,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
Of (A) Secured by residential property,23471085,230549226,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
which: (B) Secured by other than residential property,47735654,145716279,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
(vii) Reverse repurchase agreements,365202465,555001664,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
(viii) To individuals and others for business purposes,390224443,650061580,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
Of (A) Secured by residential property,9536441,25478319,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
which: (B) Secured by other than residential property,199340125,353014530,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
(A) Insured,987083,543555170,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,173855571,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
(C) Uninsured,78120855,547248079,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
(D) Reverse Mortgages,0,1633115,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
(ii) Non-residential,41180329,100676114,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",1797953,69559269,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",8696834,16705791,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
(a) Insurance-related assets,73579,4876366,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
(b) Accrued interest,3783000,8341051,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
(c) Prepaid and deferred charges,1413122,5159176,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
(d) Goodwill,32208153,43927673,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
(i) with definite lives,5709797,13985901,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
(ii) with indefinite lives,220156,2905131,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
(f) Deferred tax assets,8887321,13898903,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
(g) Derivatives related amounts,188861574,353124847,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,8361327,17371967,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
(i) Interests in associates and joint ventures,15529820,17880116,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
(j) Other,63873919,93301155,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
Total  Assets,2196268417,5000214721,"Total All Banks, As At March 31, 2016, (in thousands of dollars), Total All Banks, As At March 31, 2016, (in thousands of dollars)"
