Section I - Assets,Foreign Currency,Total Currency,P_Tags
(A) Insured,536714,539156469,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,171696491,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
(C) Uninsured,56541798,400128675,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
(D) Reverse Mortgages,0,1116643,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
(ii) Non-residential,24343517,68639437,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",1089643,60145780,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6486591,14212545,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
(a) Insurance-related assets,129370,4847704,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
(b) Accrued interest,2574488,6628248,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
(c) Prepaid and deferred charges,1828542,5626664,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
(d) Goodwill,24115433,35452447,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
(i) with definite lives,3487972,9869883,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
(ii) with indefinite lives,30298,2761861,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
(f) Deferred tax assets,4721188,8904062,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
(g) Derivatives related amounts,360480988,248494829,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,6794395,12649079,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
(i) Interests in associates and joint ventures,9864706,14661261,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
(j) Other,-2040051,65791377,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
Total  Assets,1676488878,3953990058,"Total All Banks, As At June 30, 2013, (in thousands of dollars), Total All Banks, As At June 30, 2013, (in thousands of dollars)"
