Section I - Assets,Foreign Currency,Total Currency,P_Tags
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",3988777,4271607,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
(ii) To regulated financial institutions,73471293,83217006,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",7072,4339601,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
(iv) To foreign governments,7378711,7378711,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
(v) Lease receivables,13330263,28621755,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
(vi) To individuals for non-business purposes,124318427,646547130,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
Of (A) Secured by residential property,21528333,268387612,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
which: (B) Secured by other than residential property,50297209,158539014,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
(vii) Reverse repurchase agreements,574407494,786632427,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
(viii) To individuals and others for business purposes,551555790,905812318,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
Of (A) Secured by residential property,6668898,32542562,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
which: (B) Secured by other than residential property,274241836,483414482,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
(A) Insured,1082023,482549345,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,190304737,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
(C) Uninsured,114781859,812466443,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
(D) Reverse Mortgages,661809,3661784,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
(ii) Non-residential,55241075,133979525,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",1944610,89550093,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",7454708,16623770,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
(a) Insurance-related assets,293057,8678330,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
(b) Accrued interest,6903562,13500032,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
(c) Prepaid and deferred charges,1935827,7049661,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
(d) Goodwill,38370149,52386310,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
(i) with definite lives,5950588,16754483,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
(ii) with indefinite lives,209613,5083398,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
(f) Deferred tax assets,3515251,9461977,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
(g) Derivatives related amounts,461940737,219207036,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,7077306,17218436,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
(i) Interests in associates and joint ventures,18389769,20123883,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
(j) Other,43482631,108095534,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
Total  Assets,3103391117,5978978879,"Total All Banks, As At April 30, 2019, (in thousands of dollars), Total All Banks, As At April 30, 2019, (in thousands of dollars)"
