Section I - Assets,Foreign Currency,Total Currency,P_Tags
(viii) To individuals and others for business purposes,764516770,1317914078,"Total All Banks, As At August 31, 2023, (in thousands of dollars), Total All Banks, As At August 31, 2023, (in thousands of dollars)"
Of (A) Secured by residential property,9940037,45364366,"Total All Banks, As At August 31, 2023, (in thousands of dollars), Total All Banks, As At August 31, 2023, (in thousands of dollars)"
which: (B) Secured by other than residential property,391652325,715635357,"Total All Banks, As At August 31, 2023, (in thousands of dollars), Total All Banks, As At August 31, 2023, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At August 31, 2023, (in thousands of dollars), Total All Banks, As At August 31, 2023, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At August 31, 2023, (in thousands of dollars), Total All Banks, As At August 31, 2023, (in thousands of dollars)"
(A) Insured,1526476,437120916,"Total All Banks, As At August 31, 2023, (in thousands of dollars), Total All Banks, As At August 31, 2023, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,141189080,"Total All Banks, As At August 31, 2023, (in thousands of dollars), Total All Banks, As At August 31, 2023, (in thousands of dollars)"
(C) Uninsured,185568808,1368197429,"Total All Banks, As At August 31, 2023, (in thousands of dollars), Total All Banks, As At August 31, 2023, (in thousands of dollars)"
(D) Reverse Mortgages,346747,7228070,"Total All Banks, As At August 31, 2023, (in thousands of dollars), Total All Banks, As At August 31, 2023, (in thousands of dollars)"
(ii) Non-residential,87428237,187320543,"Total All Banks, As At August 31, 2023, (in thousands of dollars), Total All Banks, As At August 31, 2023, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",526973,89789257,"Total All Banks, As At August 31, 2023, (in thousands of dollars), Total All Banks, As At August 31, 2023, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",15442491,33712864,"Total All Banks, As At August 31, 2023, (in thousands of dollars), Total All Banks, As At August 31, 2023, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At August 31, 2023, (in thousands of dollars), Total All Banks, As At August 31, 2023, (in thousands of dollars)"
(a) Insurance-related assets,197468,11932529,"Total All Banks, As At August 31, 2023, (in thousands of dollars), Total All Banks, As At August 31, 2023, (in thousands of dollars)"
(b) Accrued interest,16389435,29591289,"Total All Banks, As At August 31, 2023, (in thousands of dollars), Total All Banks, As At August 31, 2023, (in thousands of dollars)"
(c) Prepaid and deferred charges,1945975,9001147,"Total All Banks, As At August 31, 2023, (in thousands of dollars), Total All Banks, As At August 31, 2023, (in thousands of dollars)"
(d) Goodwill,48879148,63990035,"Total All Banks, As At August 31, 2023, (in thousands of dollars), Total All Banks, As At August 31, 2023, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At August 31, 2023, (in thousands of dollars), Total All Banks, As At August 31, 2023, (in thousands of dollars)"
(i) with definite lives,9352647,22478271,"Total All Banks, As At August 31, 2023, (in thousands of dollars), Total All Banks, As At August 31, 2023, (in thousands of dollars)"
(ii) with indefinite lives,40643,4976012,"Total All Banks, As At August 31, 2023, (in thousands of dollars), Total All Banks, As At August 31, 2023, (in thousands of dollars)"
(f) Deferred tax assets,6236968,13482424,"Total All Banks, As At August 31, 2023, (in thousands of dollars), Total All Banks, As At August 31, 2023, (in thousands of dollars)"
(g) Derivatives related amounts,922271465,333852616,"Total All Banks, As At August 31, 2023, (in thousands of dollars), Total All Banks, As At August 31, 2023, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,20042806,33884085,"Total All Banks, As At August 31, 2023, (in thousands of dollars), Total All Banks, As At August 31, 2023, (in thousands of dollars)"
(i) Interests in associates and joint ventures,15852404,18353942,"Total All Banks, As At August 31, 2023, (in thousands of dollars), Total All Banks, As At August 31, 2023, (in thousands of dollars)"
(j) Other,114558975,171373195,"Total All Banks, As At August 31, 2023, (in thousands of dollars), Total All Banks, As At August 31, 2023, (in thousands of dollars)"
Total  Assets,4897397369,8602481458,"Total All Banks, As At August 31, 2023, (in thousands of dollars), Total All Banks, As At August 31, 2023, (in thousands of dollars)"
