Section I - Assets,Foreign Currency,Total Currency,P_Tags
3. Loans,3. Loans,3. Loans,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",11625486,14170256,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
(ii) To regulated financial institutions,40268888,47396834,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",12239,3808918,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
(iv) To foreign governments,9783932,10178389,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
(v) Lease receivables,5194879,14218080,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
(vi) To individuals for non-business purposes,63561678,483012118,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
Of (A) Secured by residential property,20331732,222426851,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
which: (B) Secured by other than residential property,28270450,84624370,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
(vii) Reverse repurchase agreements,212215337,328361261,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
(viii) To individuals and others for business purposes,195318095,378868122,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
Of (A) Secured by residential property,3589132,11719831,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
which: (B) Secured by other than residential property,103797091,220179189,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
(A) Insured,97629,524290575,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,134331041,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
(C) Uninsured,50496149,360611904,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
(D) Reverse Mortgages,0,978235,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
(ii) Non-residential,23571822,56438672,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",688604,57796249,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6350893,14141196,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
(a) Insurance-related assets,79011,4520846,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
(b) Accrued interest,2595436,8147489,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
(c) Prepaid and deferred charges,1811636,5220165,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
(d) Goodwill,23216263,33134961,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
(i) with definite lives,3398456,8728035,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
(ii) with indefinite lives,29771,2765148,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
(f) Deferred tax assets,4786824,9317077,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
(g) Derivatives related amounts,362679868,354661412,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,8323978,11615640,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
(i) Interests in associates and joint ventures,9346550,13455401,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
(j) Other,33339849,68746857,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
Total  Assets,1572558619,3793374895,"Total All Banks, As At May 31, 2012, (in thousands of dollars), Total All Banks, As At May 31, 2012, (in thousands of dollars)"
