Section I - Assets,Foreign Currency,Total Currency,P_Tags
(C) Uninsured,61280927,460947070,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
(D) Reverse Mortgages,0,1335018,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
(ii) Non-residential,27119884,78669607,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",754517,70036585,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6800338,14468295,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
(a) Insurance-related assets,93807,4997654,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
(b) Accrued interest,2729248,7147766,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
(c) Prepaid and deferred charges,1180652,4678070,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
(d) Goodwill,26526603,38054081,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
(i) with definite lives,3633872,11016709,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
(ii) with indefinite lives,210177,2920996,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
(f) Deferred tax assets,5611400,10686688,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
(g) Derivatives related amounts,443766264,257955154,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,8854813,12884507,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
(i) Interests in associates and joint ventures,11136217,14153573,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
(j) Other,-1244263,68909332,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
Total  Assets,1958709179,4281272549,"Total All Banks, As At September 30, 2014, (in thousands of dollars), Total All Banks, As At September 30, 2014, (in thousands of dollars)"
