Section I - Assets,Foreign Currency,Total Currency,P_Tags
(vii) Reverse repurchase agreements,447072889,616692490,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
(viii) To individuals and others for business purposes,418548065,702183078,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
Of (A) Secured by residential property,10869634,35559237,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
which: (B) Secured by other than residential property,208058269,383359412,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
(A) Insured,994252,560470246,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,173583931,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
(C) Uninsured,88153518,615922227,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
(D) Reverse Mortgages,0,1994618,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
(ii) Non-residential,46634642,111708929,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",2582173,78835524,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",7686407,15581731,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
(a) Insurance-related assets,197109,5473797,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
(b) Accrued interest,4692506,9895312,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
(c) Prepaid and deferred charges,1555504,5647889,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
(d) Goodwill,33386524,45132303,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
(i) with definite lives,5563686,14695996,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
(ii) with indefinite lives,209465,2895992,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
(f) Deferred tax assets,5101260,11041128,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
(g) Derivatives related amounts,395573082,274930142,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,9704143,18476507,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
(i) Interests in associates and joint ventures,15416247,17597234,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
(j) Other,35114861,96951716,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
Total  Assets,2592694606,5276037704,"Total All Banks, As At May 31, 2017, (in thousands of dollars), Total All Banks, As At May 31, 2017, (in thousands of dollars)"
