Section I - Assets,Foreign Currency,Total Currency,P_Tags
(a) Insurance-related assets,91254,4682616,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
(b) Accrued interest,2787536,6959456,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
(c) Prepaid and deferred charges,1137516,4907639,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
(d) Goodwill,25528406,37056152,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
(i) with definite lives,3551254,10535597,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
(ii) with indefinite lives,31894,2760640,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
(f) Deferred tax assets,5066124,10098084,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
(g) Derivatives related amounts,308877417,233853265,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,6981978,12951765,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
(i) Interests in associates and joint ventures,10365046,15942824,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
(j) Other,8219882,62337388,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
Total  Assets,1737994404,4103418659,"Total All Banks, As At February 28, 2014, (in thousands of dollars), Total All Banks, As At February 28, 2014, (in thousands of dollars)"
