Section I - Assets,Foreign Currency,Total Currency,P_Tags
(c) Prepaid and deferred charges,1732677,5086849,"Total All Banks, As At November 30, 2013, (in thousands of dollars), Total All Banks, As At November 30, 2013, (in thousands of dollars)"
(d) Goodwill,24519801,36159850,"Total All Banks, As At November 30, 2013, (in thousands of dollars), Total All Banks, As At November 30, 2013, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At November 30, 2013, (in thousands of dollars), Total All Banks, As At November 30, 2013, (in thousands of dollars)"
(i) with definite lives,3447470,10093439,"Total All Banks, As At November 30, 2013, (in thousands of dollars), Total All Banks, As At November 30, 2013, (in thousands of dollars)"
(ii) with indefinite lives,30592,2759272,"Total All Banks, As At November 30, 2013, (in thousands of dollars), Total All Banks, As At November 30, 2013, (in thousands of dollars)"
(f) Deferred tax assets,5381220,10412450,"Total All Banks, As At November 30, 2013, (in thousands of dollars), Total All Banks, As At November 30, 2013, (in thousands of dollars)"
(g) Derivatives related amounts,380014824,230998878,"Total All Banks, As At November 30, 2013, (in thousands of dollars), Total All Banks, As At November 30, 2013, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,5785603,11224523,"Total All Banks, As At November 30, 2013, (in thousands of dollars), Total All Banks, As At November 30, 2013, (in thousands of dollars)"
(i) Interests in associates and joint ventures,10123886,15375280,"Total All Banks, As At November 30, 2013, (in thousands of dollars), Total All Banks, As At November 30, 2013, (in thousands of dollars)"
(j) Other,-8387939,56693053,"Total All Banks, As At November 30, 2013, (in thousands of dollars), Total All Banks, As At November 30, 2013, (in thousands of dollars)"
Total  Assets,1718475687,4008878609,"Total All Banks, As At November 30, 2013, (in thousands of dollars), Total All Banks, As At November 30, 2013, (in thousands of dollars)"
