Section I - Assets,Foreign Currency,Total Currency,P_Tags
3. Loans,3. Loans,3. Loans,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
"(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","(a) Non-Mortgage Loans, less allowance for impairment","Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",9005835,10293343,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
(ii) To regulated financial institutions,61783866,69485985,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",10151,4308652,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
(iv) To foreign governments,20946078,21000043,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
(v) Lease receivables,10056351,20615255,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
(vi) To individuals for non-business purposes,106798217,576441987,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
Of (A) Secured by residential property,22773100,233673416,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
which: (B) Secured by other than residential property,48429605,145618999,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
(vii) Reverse repurchase agreements,389834734,566840837,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
(viii) To individuals and others for business purposes,397602710,659368854,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
Of (A) Secured by residential property,8285038,24652048,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
which: (B) Secured by other than residential property,197033214,367003383,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
(A) Insured,977811,569630994,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,171482491,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
(C) Uninsured,79253626,539177501,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
(D) Reverse Mortgages,0,1689183,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
(ii) Non-residential,41705434,101763571,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",1703853,76405222,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",8447636,16463340,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
(a) Insurance-related assets,86434,5302555,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
(b) Accrued interest,3770324,8105069,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
(c) Prepaid and deferred charges,1467865,5114531,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
(d) Goodwill,31913108,43602202,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
(i) with definite lives,5494111,14009960,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
(ii) with indefinite lives,205669,2890644,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
(f) Deferred tax assets,6093833,11343873,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
(g) Derivatives related amounts,420020671,369099289,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,8577375,17309966,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
(i) Interests in associates and joint ventures,14340483,16610778,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
(j) Other,52306929,97713260,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
Total  Assets,2451366441,5091085055,"Total All Banks, As At June 30, 2016, (in thousands of dollars), Total All Banks, As At June 30, 2016, (in thousands of dollars)"
