Section I - Assets,Foreign Currency,Total Currency,P_Tags
(b) Accrued interest,2437548,7034056,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
(c) Prepaid and deferred charges,1978369,6321815,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
(d) Goodwill,23939896,33721289,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
(i) with definite lives,3680488,8329084,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
(ii) with indefinite lives,20324,2709843,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
(f) Deferred tax assets,3790740,6527184,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
(g) Derivatives related amounts,166820080,306775923,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,5443630,14024635,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
(i) Interests in associates and joint ventures,0,45765,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
(j) Other,60453836,86963313,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
Total  Assets,1219330135,3311073665,"Total All Banks, As At October 31, 2011, (in thousands of dollars), Total All Banks, As At October 31, 2011, (in thousands of dollars)"
