Section I - Assets,Foreign Currency,Total Currency,P_Tags
"5. Land, buildings, and equipment, less accumulated depreciation",6897378,14749094,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
(a) Insurance-related assets,223202,5573140,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
(b) Accrued interest,4754135,9743869,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
(c) Prepaid and deferred charges,1460417,5549810,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
(d) Goodwill,34782234,46515409,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
(i) with definite lives,5463490,14755306,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
(ii) with indefinite lives,194335,2878873,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
(f) Deferred tax assets,4675663,10142465,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
(g) Derivatives related amounts,-12431513,259668663,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,11145900,21102099,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
(i) Interests in associates and joint ventures,14601448,16798584,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
(j) Other,61544460,91476591,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
Total  Assets,2159515842,5215393295,"Total All Banks, As At August 31, 2017, (in thousands of dollars), Total All Banks, As At August 31, 2017, (in thousands of dollars)"
