Section I - Assets,Foreign Currency,Total Currency,P_Tags
(ii) To regulated financial institutions,48375435,55949574,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",38016,4016073,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
(iv) To foreign governments,11219657,11438572,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
(v) Lease receivables,6405735,16021258,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
(vi) To individuals for non-business purposes,80896407,524893716,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
Of (A) Secured by residential property,20799403,225570211,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
which: (B) Secured by other than residential property,37178434,103799996,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
(vii) Reverse repurchase agreements,274943204,419223454,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
(viii) To individuals and others for business purposes,248807802,466554237,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
Of (A) Secured by residential property,6023905,18122869,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
which: (B) Secured by other than residential property,130283467,270907522,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
(A) Insured,719929,541891290,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,174152832,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
(C) Uninsured,58943403,439800352,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
(D) Reverse Mortgages,0,1274423,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
(ii) Non-residential,27226818,78466509,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",927545,70367182,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6661069,14269253,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
(a) Insurance-related assets,107778,4789813,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
(b) Accrued interest,2766610,7623786,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
(c) Prepaid and deferred charges,1157638,4882583,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
(d) Goodwill,25890060,37424234,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
(i) with definite lives,3867884,11001104,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
(ii) with indefinite lives,31238,2758507,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
(f) Deferred tax assets,5201064,10221815,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
(g) Derivatives related amounts,50543783,223603780,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,6979816,10581729,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
(i) Interests in associates and joint ventures,10229456,13444601,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
(j) Other,42811182,64970674,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
Total  Assets,1515177183,4123063777,"Total All Banks, As At May 31, 2014, (in thousands of dollars), Total All Banks, As At May 31, 2014, (in thousands of dollars)"
