Section I - Assets,Foreign Currency,Total Currency,P_Tags
Of (A) Secured by residential property,19577101,225010312,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
which: (B) Secured by other than residential property,33644607,96337845,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
(vii) Reverse repurchase agreements,241439813,376314625,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
(viii) To individuals and others for business purposes,211239927,413104732,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
Of (A) Secured by residential property,4165183,16635759,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
which: (B) Secured by other than residential property,109556473,238731405,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
(A) Insured,547904,545998333,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,172379346,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
(C) Uninsured,55204748,407543037,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
(D) Reverse Mortgages,0,1128247,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
(ii) Non-residential,23484096,69356012,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",926435,64358603,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6386143,14083195,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
(a) Insurance-related assets,107470,5000129,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
(b) Accrued interest,2437979,6672306,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
(c) Prepaid and deferred charges,1692443,5525306,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
(d) Goodwill,23712513,35124273,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
(i) with definite lives,3427352,9864773,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
(ii) with indefinite lives,29587,2761268,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
(f) Deferred tax assets,4886009,8956643,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
(g) Derivatives related amounts,68568357,226389945,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,6294488,10479817,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
(i) Interests in associates and joint ventures,9649314,14646699,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
(j) Other,32875599,62566103,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
Total  Assets,1332232759,3856967679,"Total All Banks, As At July 31, 2013, (in thousands of dollars), Total All Banks, As At July 31, 2013, (in thousands of dollars)"
