Section I - Assets,Foreign Currency,Total Currency,P_Tags
(ii) To regulated financial institutions,65178022,74421346,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",11375,3975913,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
(iv) To foreign governments,23002519,23002519,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
(v) Lease receivables,11629723,24436664,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
(vi) To individuals for non-business purposes,113076282,618615046,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
Of (A) Secured by residential property,20750201,256788487,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
which: (B) Secured by other than residential property,49264907,156515967,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
(vii) Reverse repurchase agreements,499745730,693635406,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
(viii) To individuals and others for business purposes,451767853,768134824,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
Of (A) Secured by residential property,4330751,28441178,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
which: (B) Secured by other than residential property,225554029,424516925,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment/expected credit losses","(b) Mortgages, less allowance for impairment/expected credit losses","(b) Mortgages, less allowance for impairment/expected credit losses","Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
(A) Insured,953542,513764996,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,176636954,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
(C) Uninsured,96320230,717334600,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
(D) Reverse Mortgages,406239,2914436,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
(ii) Non-residential,48256489,120437345,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for impairment/expected credit losses",1518085,87685055,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6981755,15010680,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
(a) Insurance-related assets,297843,5682769,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
(b) Accrued interest,5781760,11884675,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
(c) Prepaid and deferred charges,1647426,5935573,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
(d) Goodwill,36168571,48629645,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
(i) with definite lives,5637849,15493342,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
(ii) with indefinite lives,206021,3321970,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
(f) Deferred tax assets,3868506,9954882,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
(g) Derivatives related amounts,403148812,265879504,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,9782555,18706464,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
(i) Interests in associates and joint ventures,16259251,18241404,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
(j) Other,61346201,107090706,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
Total  Assets,2807422762,5608504333,"Total All Banks, As At May 31, 2018, (in thousands of dollars), Total All Banks, As At May 31, 2018, (in thousands of dollars)"
