Section I - Assets,Foreign Currency,Total Currency,P_Tags
(vii) Reverse repurchase agreements,264913872,396494802,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
(viii) To individuals and others for business purposes,214992303,419125411,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
Of (A) Secured by residential property,3041114,15798251,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
which: (B) Secured by other than residential property,114257554,245630208,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
(A) Insured,479260,537162890,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,151185484,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
(C) Uninsured,53663871,384568554,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
(D) Reverse Mortgages,0,1091601,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
(ii) Non-residential,23086476,66172408,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",781930,56808995,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6395763,14110114,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
(a) Insurance-related assets,71664,4588029,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
(b) Accrued interest,2495548,7151683,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
(c) Prepaid and deferred charges,1701346,5646654,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
(d) Goodwill,23321279,34519031,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
(i) with definite lives,3509721,9752919,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
(ii) with indefinite lives,29300,2761594,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
(f) Deferred tax assets,4529660,8743151,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
(g) Derivatives related amounts,164950628,263870170,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,6343592,10685721,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
(i) Interests in associates and joint ventures,9794094,14572029,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
(j) Other,19661420,62596138,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
Total  Assets,1466192821,3894858134,"Total All Banks, As At March 31, 2013, (in thousands of dollars), Total All Banks, As At March 31, 2013, (in thousands of dollars)"
