Section I - Assets,Foreign Currency,Total Currency,P_Tags
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",2537880,3811674,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
(ii) To regulated financial institutions,112130901,128358165,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",76790,5116896,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
(iv) To foreign governments,22362209,22362209,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
(v) Lease receivables,16774644,36457521,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
(vi) To individuals for non-business purposes,155747296,762315531,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
Of (A) Secured by residential property,21163920,317445248,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
which: (B) Secured by other than residential property,81906805,207964332,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
(vii) Reverse repurchase agreements,820165095,1090900014,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
(viii) To individuals and others for business purposes,770918507,1371426135,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
Of (A) Secured by residential property,9458830,45022568,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
which: (B) Secured by other than residential property,402706298,760016290,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
(A) Insured,1601348,431947914,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,150176038,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
(C) Uninsured,189029037,1389057560,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
(D) Reverse Mortgages,307923,7795074,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
(ii) Non-residential,83342572,185353262,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",253705,61212179,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",15170051,33955968,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
(a) Insurance-related assets,23163,12341086,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
(b) Accrued interest,17665038,31598961,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
(c) Prepaid and deferred charges,2192821,8948536,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
(d) Goodwill,49013026,64092617,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
(i) with definite lives,8943835,22058349,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
(ii) with indefinite lives,11378,4941736,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
(f) Deferred tax assets,6823669,16291502,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
(g) Derivatives related amounts,1102971180,298005722,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,29536484,44570408,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
(i) Interests in associates and joint ventures,16504857,18658436,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
(j) Other,174497913,207961857,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
Total  Assets,5249133833,8797448203,"Total All Banks, As At February 29, 2024, (in thousands of dollars), Total All Banks, As At February 29, 2024, (in thousands of dollars)"
