Section I - Assets,Foreign Currency,Total Currency,P_Tags
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
(A) Insured,986374,544971081,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,173393703,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
(C) Uninsured,70344146,506416881,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
(D) Reverse Mortgages,0,1486448,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
(ii) Non-residential,32539261,88154155,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",1191322,72270173,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",8875296,16650734,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
(a) Insurance-related assets,124808,5571094,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
(b) Accrued interest,3139798,7355175,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
(c) Prepaid and deferred charges,1885188,5412480,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
(d) Goodwill,29988346,41870519,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
(i) with definite lives,3824160,11601831,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
(ii) with indefinite lives,237777,2961092,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
(f) Deferred tax assets,6224814,11369613,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
(g) Derivatives related amounts,606274222,343619778,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,7593662,11476916,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
(i) Interests in associates and joint ventures,14686512,17158137,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
(j) Other,18099627,88833928,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
Total  Assets,2417513463,4735746124,"Total All Banks, As At July 31, 2015, (in thousands of dollars), Total All Banks, As At July 31, 2015, (in thousands of dollars)"
