Section I - Assets,Foreign Currency,Total Currency,P_Tags
"(i) Call and other short loans to investment dealers and brokers, secured",15480326,17264141,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
(ii) To regulated financial institutions,44851029,51456070,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",19249,3987676,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
(iv) To foreign governments,10933572,11151337,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
(v) Lease receivables,6092593,15464866,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
(vi) To individuals for non-business purposes,79402211,521203669,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
Of (A) Secured by residential property,20115199,224673404,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
which: (B) Secured by other than residential property,35885530,100429484,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
(vii) Reverse repurchase agreements,269247478,412447303,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
(viii) To individuals and others for business purposes,231682621,441847635,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
Of (A) Secured by residential property,4859460,17623638,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
which: (B) Secured by other than residential property,116326766,242256983,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
(A) Insured,687288,544233081,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,170464221,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
(C) Uninsured,56839436,426716340,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
(D) Reverse Mortgages,0,1208430,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
(ii) Non-residential,27076124,77160773,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",924976,59225498,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6617275,14309914,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
(a) Insurance-related assets,74721,4810083,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
(b) Accrued interest,2753283,6830660,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
(c) Prepaid and deferred charges,1282449,5327394,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
(d) Goodwill,24654660,36236672,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
(i) with definite lives,3497050,10368052,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
(ii) with indefinite lives,30631,2759337,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
(f) Deferred tax assets,5265050,10314750,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
(g) Derivatives related amounts,279075498,217156620,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,5359559,10710628,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
(i) Interests in associates and joint ventures,9830147,15055287,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
(j) Other,843021,51131458,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
Total  Assets,1649119538,4027034173,"Total All Banks, As At December 31, 2013, (in thousands of dollars), Total All Banks, As At December 31, 2013, (in thousands of dollars)"
