Section I - Assets,Foreign Currency,Total Currency,P_Tags
(d) Goodwill,34589909,46272799,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
(i) with definite lives,6214885,14360823,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
(ii) with indefinite lives,235857,2920832,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
(f) Deferred tax assets,6532775,11825761,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
(g) Derivatives related amounts,571386138,385610171,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,7854142,12104494,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
(i) Interests in associates and joint ventures,16569097,18872652,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
(j) Other,29093651,99995823,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
Total  Assets,2601414974,5052209988,"Total All Banks, As At January 31, 2016, (in thousands of dollars), Total All Banks, As At January 31, 2016, (in thousands of dollars)"
