Section I - Assets,Foreign Currency,Total Currency,P_Tags
(ii) Non-residential,44492870,115250014,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for impairment/expected credit losses",2376954,87377628,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6711832,14780476,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
(a) Insurance-related assets,213415,5558471,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
(b) Accrued interest,4887661,9793764,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
(c) Prepaid and deferred charges,1548233,5752976,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
(d) Goodwill,34560521,46464068,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
(i) with definite lives,5496659,15087009,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
(ii) with indefinite lives,206332,2890828,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
(f) Deferred tax assets,3572659,9768577,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
(g) Derivatives related amounts,-109332,286963966,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,8547961,16553192,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
(i) Interests in associates and joint ventures,15311633,17353340,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
(j) Other,66415685,103899209,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
Total  Assets,2300259513,5422882839,"Total All Banks, As At January 31, 2018, (in thousands of dollars), Total All Banks, As At January 31, 2018, (in thousands of dollars)"
