Section I - Assets,Foreign Currency,Total Currency,P_Tags
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
(a) Insurance-related assets,59182,4574494,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
(b) Accrued interest,2481148,6769228,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
(c) Prepaid and deferred charges,1730952,5654832,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
(d) Goodwill,22484222,33221632,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
(i) with definite lives,3301328,9339771,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
(ii) with indefinite lives,28763,2761811,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
(f) Deferred tax assets,4497337,8824622,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
(g) Derivatives related amounts,161844258,262304333,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,6428207,10325562,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
(i) Interests in associates and joint ventures,9499701,14264224,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
(j) Other,16913615,66172266,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
Total  Assets,1396101342,3786834263,"Total All Banks, As At January 31, 2013, (in thousands of dollars), Total All Banks, As At January 31, 2013, (in thousands of dollars)"
