Section I - Assets,Foreign Currency,Total Currency,P_Tags
(viii) To individuals and others for business purposes,201107176,397158896,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
Of (A) Secured by residential property,2736647,13907067,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
which: (B) Secured by other than residential property,107286518,229375829,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
(A) Insured,545141,547351773,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,136717481,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
(C) Uninsured,50895594,366345784,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
(D) Reverse Mortgages,0,1048627,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
(ii) Non-residential,22504395,57342291,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",653226,58769159,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6132045,13949153,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
(a) Insurance-related assets,64741,4666381,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
(b) Accrued interest,2695047,7636189,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
(c) Prepaid and deferred charges,1637865,5278062,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
(d) Goodwill,22344872,32239451,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
(i) with definite lives,3305347,9212712,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
(ii) with indefinite lives,28654,2760265,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
(f) Deferred tax assets,4443160,8879369,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
(g) Derivatives related amounts,182542816,281655979,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,4306965,9163419,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
(i) Interests in associates and joint ventures,9531953,14141498,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
(j) Other,36855336,64784559,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
Total  Assets,1431125278,3825483648,"Total All Banks, As At November 30, 2012, (in thousands of dollars), Total All Banks, As At November 30, 2012, (in thousands of dollars)"
