Section I - Assets,Foreign Currency,Total Currency,P_Tags
"(iii) To Canadian federal government, provinces, municipal or school corporations",2819,4399716,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
(iv) To foreign governments,22271408,22271408,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
(v) Lease receivables,11397420,23772518,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
(vi) To individuals for non-business purposes,111860121,608762160,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
Of (A) Secured by residential property,20705515,251634606,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
which: (B) Secured by other than residential property,47997122,149538933,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
(vii) Reverse repurchase agreements,491409348,670459328,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
(viii) To individuals and others for business purposes,437136083,743536065,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
Of (A) Secured by residential property,5676434,32287041,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
which: (B) Secured by other than residential property,214920786,408876557,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment/expected credit losses","(b) Mortgages, less allowance for impairment/expected credit losses","(b) Mortgages, less allowance for impairment/expected credit losses","Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
(A) Insured,915927,526661173,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,187102694,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
(C) Uninsured,94863778,698047430,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
(D) Reverse Mortgages,412967,2759718,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
(ii) Non-residential,46625913,117515776,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for impairment/expected credit losses",1618734,83324499,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6952636,14971888,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
(a) Insurance-related assets,213514,5495129,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
(b) Accrued interest,5194172,10252811,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
(c) Prepaid and deferred charges,1564897,5848037,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
(d) Goodwill,35968216,47870698,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
(i) with definite lives,5694249,15329454,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
(ii) with indefinite lives,210033,2894529,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
(f) Deferred tax assets,3754843,9982826,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
(g) Derivatives related amounts,373326137,258265402,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,8338902,17288013,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
(i) Interests in associates and joint ventures,16023768,18075569,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
(j) Other,69379506,112306369,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
Total  Assets,2796988844,5539790338,"Total All Banks, As At February 28, 2018, (in thousands of dollars), Total All Banks, As At February 28, 2018, (in thousands of dollars)"
