Section I - Assets,Foreign Currency,Total Currency,P_Tags
(A) Insured,970433,568075270,"Total All Banks, As At March 31, 2017, (in thousands of dollars), Total All Banks, As At March 31, 2017, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,178734270,"Total All Banks, As At March 31, 2017, (in thousands of dollars), Total All Banks, As At March 31, 2017, (in thousands of dollars)"
(C) Uninsured,86103061,595650780,"Total All Banks, As At March 31, 2017, (in thousands of dollars), Total All Banks, As At March 31, 2017, (in thousands of dollars)"
(D) Reverse Mortgages,0,1929941,"Total All Banks, As At March 31, 2017, (in thousands of dollars), Total All Banks, As At March 31, 2017, (in thousands of dollars)"
(ii) Non-residential,45757529,110204493,"Total All Banks, As At March 31, 2017, (in thousands of dollars), Total All Banks, As At March 31, 2017, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",2940125,72264889,"Total All Banks, As At March 31, 2017, (in thousands of dollars), Total All Banks, As At March 31, 2017, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",7777586,15736313,"Total All Banks, As At March 31, 2017, (in thousands of dollars), Total All Banks, As At March 31, 2017, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At March 31, 2017, (in thousands of dollars), Total All Banks, As At March 31, 2017, (in thousands of dollars)"
(a) Insurance-related assets,204572,5372584,"Total All Banks, As At March 31, 2017, (in thousands of dollars), Total All Banks, As At March 31, 2017, (in thousands of dollars)"
(b) Accrued interest,4312701,8974366,"Total All Banks, As At March 31, 2017, (in thousands of dollars), Total All Banks, As At March 31, 2017, (in thousands of dollars)"
(c) Prepaid and deferred charges,1584695,5734077,"Total All Banks, As At March 31, 2017, (in thousands of dollars), Total All Banks, As At March 31, 2017, (in thousands of dollars)"
(d) Goodwill,32834611,44577109,"Total All Banks, As At March 31, 2017, (in thousands of dollars), Total All Banks, As At March 31, 2017, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At March 31, 2017, (in thousands of dollars), Total All Banks, As At March 31, 2017, (in thousands of dollars)"
(i) with definite lives,5558662,14536916,"Total All Banks, As At March 31, 2017, (in thousands of dollars), Total All Banks, As At March 31, 2017, (in thousands of dollars)"
(ii) with indefinite lives,201526,2886309,"Total All Banks, As At March 31, 2017, (in thousands of dollars), Total All Banks, As At March 31, 2017, (in thousands of dollars)"
(f) Deferred tax assets,5125484,10641122,"Total All Banks, As At March 31, 2017, (in thousands of dollars), Total All Banks, As At March 31, 2017, (in thousands of dollars)"
(g) Derivatives related amounts,302130531,248456168,"Total All Banks, As At March 31, 2017, (in thousands of dollars), Total All Banks, As At March 31, 2017, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,7385424,15891458,"Total All Banks, As At March 31, 2017, (in thousands of dollars), Total All Banks, As At March 31, 2017, (in thousands of dollars)"
(i) Interests in associates and joint ventures,15014282,17224165,"Total All Banks, As At March 31, 2017, (in thousands of dollars), Total All Banks, As At March 31, 2017, (in thousands of dollars)"
(j) Other,42813455,92780695,"Total All Banks, As At March 31, 2017, (in thousands of dollars), Total All Banks, As At March 31, 2017, (in thousands of dollars)"
Total  Assets,2477902179,5217327682,"Total All Banks, As At March 31, 2017, (in thousands of dollars), Total All Banks, As At March 31, 2017, (in thousands of dollars)"
