Section I - Assets,Foreign Currency,Total Currency,P_Tags
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
(A) Insured,1328131,480025112,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,157640994,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
(C) Uninsured,119759548,993860017,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
(D) Reverse Mortgages,491419,4537526,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
(ii) Non-residential,59148755,147483656,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",1895207,88895163,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",14343031,32432527,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
(a) Insurance-related assets,269278,10325756,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
(b) Accrued interest,5629447,12033817,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
(c) Prepaid and deferred charges,1626597,7470952,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
(d) Goodwill,35737290,50598953,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
(i) with definite lives,5087904,16197940,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
(ii) with indefinite lives,211900,5159258,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
(f) Deferred tax assets,3564934,10788098,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
(g) Derivatives related amounts,37346338,299978080,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,7970423,19508655,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
(i) Interests in associates and joint ventures,17578078,20070629,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
(j) Other,111671365,178399406,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
Total  Assets,3157981185,7241382929,"Total All Banks, As At February 28, 2021, (in thousands of dollars), Total All Banks, As At February 28, 2021, (in thousands of dollars)"
