Section I - Assets,Foreign Currency,Total Currency,P_Tags
Of (A) Secured by residential property,15966178,271304878,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
which: (B) Secured by other than residential property,57244521,172521720,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
(vii) Reverse repurchase agreements,602881408,825493329,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
(viii) To individuals and others for business purposes,538871407,930207177,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
Of (A) Secured by residential property,6767896,37045490,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
which: (B) Secured by other than residential property,266288239,493606715,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
(A) Insured,1446025,476911368,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,151491102,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
(C) Uninsured,118607072,1007540633,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
(D) Reverse Mortgages,478590,4594535,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
(ii) Non-residential,58251656,147383577,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",1530476,86741080,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",14292456,32221980,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
(a) Insurance-related assets,262643,10348249,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
(b) Accrued interest,5275961,11682328,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
(c) Prepaid and deferred charges,1673174,7640052,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
(d) Goodwill,35273210,50121253,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
(i) with definite lives,4992753,16199837,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
(ii) with indefinite lives,207524,5154700,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
(f) Deferred tax assets,3711898,10908048,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
(g) Derivatives related amounts,-195127275,307131791,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,9938422,21967830,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
(i) Interests in associates and joint ventures,16976166,19420994,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
(j) Other,104822036,142871430,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
Total  Assets,2900328906,7175419084,"Total All Banks, As At March 31, 2021, (in thousands of dollars), Total All Banks, As At March 31, 2021, (in thousands of dollars)"
