Section I - Assets,Foreign Currency,Total Currency,P_Tags
(a) Insurance-related assets,285699,10721357,"Total All Banks, As At May 31, 2022, (in thousands of dollars), Total All Banks, As At May 31, 2022, (in thousands of dollars)"
(b) Accrued interest,6568668,14855767,"Total All Banks, As At May 31, 2022, (in thousands of dollars), Total All Banks, As At May 31, 2022, (in thousands of dollars)"
(c) Prepaid and deferred charges,1521297,8027997,"Total All Banks, As At May 31, 2022, (in thousands of dollars), Total All Banks, As At May 31, 2022, (in thousands of dollars)"
(d) Goodwill,33824762,48748903,"Total All Banks, As At May 31, 2022, (in thousands of dollars), Total All Banks, As At May 31, 2022, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At May 31, 2022, (in thousands of dollars), Total All Banks, As At May 31, 2022, (in thousands of dollars)"
(i) with definite lives,4723142,16917826,"Total All Banks, As At May 31, 2022, (in thousands of dollars), Total All Banks, As At May 31, 2022, (in thousands of dollars)"
(ii) with indefinite lives,38060,4924184,"Total All Banks, As At May 31, 2022, (in thousands of dollars), Total All Banks, As At May 31, 2022, (in thousands of dollars)"
(f) Deferred tax assets,3886455,6636862,"Total All Banks, As At May 31, 2022, (in thousands of dollars), Total All Banks, As At May 31, 2022, (in thousands of dollars)"
(g) Derivatives related amounts,4642482,362384144,"Total All Banks, As At May 31, 2022, (in thousands of dollars), Total All Banks, As At May 31, 2022, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,17046838,27039717,"Total All Banks, As At May 31, 2022, (in thousands of dollars), Total All Banks, As At May 31, 2022, (in thousands of dollars)"
(i) Interests in associates and joint ventures,15174283,17662424,"Total All Banks, As At May 31, 2022, (in thousands of dollars), Total All Banks, As At May 31, 2022, (in thousands of dollars)"
(j) Other,130747116,176979315,"Total All Banks, As At May 31, 2022, (in thousands of dollars), Total All Banks, As At May 31, 2022, (in thousands of dollars)"
Total  Assets,3465124425,7801416134,"Total All Banks, As At May 31, 2022, (in thousands of dollars), Total All Banks, As At May 31, 2022, (in thousands of dollars)"
