Section I - Assets,Foreign Currency,Total Currency,P_Tags
"(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","(a) Non-Mortgage Loans, less allowance for expected credit losses","Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
"(i) Call and other short loans to investment dealers and brokers, secured",3466432,3727452,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
(ii) To regulated financial institutions,74729082,84744952,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
"(iii) To Canadian federal government, provinces, municipal or school corporations",4080,3792142,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
(iv) To foreign governments,24138435,24138435,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
(v) Lease receivables,13604926,29506161,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
(vi) To individuals for non-business purposes,125229840,655207297,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
Of (A) Secured by residential property,20226423,269663407,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
which: (B) Secured by other than residential property,53673259,164443829,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
(vii) Reverse repurchase agreements,571530142,788574223,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
(viii) To individuals and others for business purposes,533308962,900676713,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
Of (A) Secured by residential property,6963196,33496095,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
which: (B) Secured by other than residential property,261883065,476572040,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
(A) Insured,1217116,477815757,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,184030068,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
(C) Uninsured,115714345,839599450,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
(D) Reverse Mortgages,617617,3780548,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
(ii) Non-residential,54852721,134823650,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",2409004,94717037,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",7308041,16400342,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
(a) Insurance-related assets,285792,8793445,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
(b) Accrued interest,6945566,13024118,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
(c) Prepaid and deferred charges,1854172,7094469,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
(d) Goodwill,37553898,51585352,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
(i) with definite lives,5764040,16632461,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
(ii) with indefinite lives,195191,5072672,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
(f) Deferred tax assets,3056678,9071594,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
(g) Derivatives related amounts,264545450,251517456,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,6582913,18175690,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
(i) Interests in associates and joint ventures,18562296,20174808,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
(j) Other,60819219,113793264,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
Total  Assets,2948492475,6099869251,"Total All Banks, As At July 31, 2019, (in thousands of dollars), Total All Banks, As At July 31, 2019, (in thousands of dollars)"
