Section I - Assets,Foreign Currency,Total Currency,P_Tags
(A) Insured,1725168,431509504,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,154441827,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
(C) Uninsured,195991767,1426982765,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
(D) Reverse Mortgages,299509,8414500,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
(ii) Non-residential,86117857,191484913,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",431938,4768039,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",15358051,33923819,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
(a) Insurance-related assets,26728,13184568,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
(b) Accrued interest,17358953,32434318,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
(c) Prepaid and deferred charges,1960419,9145378,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
(d) Goodwill,49796793,71263632,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
(i) with definite lives,8773775,23961204,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
(ii) with indefinite lives,11571,5260747,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
(f) Deferred tax assets,8067684,17831923,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
(g) Derivatives related amounts,1253847787,315349412,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,32431703,44691633,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
(i) Interests in associates and joint ventures,17477662,19838501,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
(j) Other,155821686,207308742,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
Total  Assets,5347493505,8798924444,"Total All Banks, As At July 31, 2024, (in thousands of dollars), Total All Banks, As At July 31, 2024, (in thousands of dollars)"
