Section I - Assets,Foreign Currency,Total Currency,P_Tags
Of (A) Secured by residential property,15390421,276139909,"Total All Banks, As At June 30, 2021, (in thousands of dollars), Total All Banks, As At June 30, 2021, (in thousands of dollars)"
which: (B) Secured by other than residential property,59828442,177493556,"Total All Banks, As At June 30, 2021, (in thousands of dollars), Total All Banks, As At June 30, 2021, (in thousands of dollars)"
(vii) Reverse repurchase agreements,571993390,796879921,"Total All Banks, As At June 30, 2021, (in thousands of dollars), Total All Banks, As At June 30, 2021, (in thousands of dollars)"
(viii) To individuals and others for business purposes,531200322,933281613,"Total All Banks, As At June 30, 2021, (in thousands of dollars), Total All Banks, As At June 30, 2021, (in thousands of dollars)"
Of (A) Secured by residential property,6866211,38253353,"Total All Banks, As At June 30, 2021, (in thousands of dollars), Total All Banks, As At June 30, 2021, (in thousands of dollars)"
which: (B) Secured by other than residential property,267625702,501739428,"Total All Banks, As At June 30, 2021, (in thousands of dollars), Total All Banks, As At June 30, 2021, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At June 30, 2021, (in thousands of dollars), Total All Banks, As At June 30, 2021, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At June 30, 2021, (in thousands of dollars), Total All Banks, As At June 30, 2021, (in thousands of dollars)"
(A) Insured,1289861,470136374,"Total All Banks, As At June 30, 2021, (in thousands of dollars), Total All Banks, As At June 30, 2021, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,143018499,"Total All Banks, As At June 30, 2021, (in thousands of dollars), Total All Banks, As At June 30, 2021, (in thousands of dollars)"
(C) Uninsured,119048372,1066669784,"Total All Banks, As At June 30, 2021, (in thousands of dollars), Total All Banks, As At June 30, 2021, (in thousands of dollars)"
(D) Reverse Mortgages,468257,4770982,"Total All Banks, As At June 30, 2021, (in thousands of dollars), Total All Banks, As At June 30, 2021, (in thousands of dollars)"
(ii) Non-residential,57347499,148142344,"Total All Banks, As At June 30, 2021, (in thousands of dollars), Total All Banks, As At June 30, 2021, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",1448452,91660141,"Total All Banks, As At June 30, 2021, (in thousands of dollars), Total All Banks, As At June 30, 2021, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",13897950,31787759,"Total All Banks, As At June 30, 2021, (in thousands of dollars), Total All Banks, As At June 30, 2021, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At June 30, 2021, (in thousands of dollars), Total All Banks, As At June 30, 2021, (in thousands of dollars)"
(a) Insurance-related assets,257485,10616339,"Total All Banks, As At June 30, 2021, (in thousands of dollars), Total All Banks, As At June 30, 2021, (in thousands of dollars)"
(b) Accrued interest,4999158,10614667,"Total All Banks, As At June 30, 2021, (in thousands of dollars), Total All Banks, As At June 30, 2021, (in thousands of dollars)"
(c) Prepaid and deferred charges,1466781,7096529,"Total All Banks, As At June 30, 2021, (in thousands of dollars), Total All Banks, As At June 30, 2021, (in thousands of dollars)"
(d) Goodwill,33965616,48855226,"Total All Banks, As At June 30, 2021, (in thousands of dollars), Total All Banks, As At June 30, 2021, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At June 30, 2021, (in thousands of dollars), Total All Banks, As At June 30, 2021, (in thousands of dollars)"
(i) with definite lives,4812342,16074818,"Total All Banks, As At June 30, 2021, (in thousands of dollars), Total All Banks, As At June 30, 2021, (in thousands of dollars)"
(ii) with indefinite lives,205085,5151724,"Total All Banks, As At June 30, 2021, (in thousands of dollars), Total All Banks, As At June 30, 2021, (in thousands of dollars)"
(f) Deferred tax assets,3692559,9601316,"Total All Banks, As At June 30, 2021, (in thousands of dollars), Total All Banks, As At June 30, 2021, (in thousands of dollars)"
(g) Derivatives related amounts,258092948,298339754,"Total All Banks, As At June 30, 2021, (in thousands of dollars), Total All Banks, As At June 30, 2021, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,7203162,17777573,"Total All Banks, As At June 30, 2021, (in thousands of dollars), Total All Banks, As At June 30, 2021, (in thousands of dollars)"
(i) Interests in associates and joint ventures,17051116,19476488,"Total All Banks, As At June 30, 2021, (in thousands of dollars), Total All Banks, As At June 30, 2021, (in thousands of dollars)"
(j) Other,112450747,136480260,"Total All Banks, As At June 30, 2021, (in thousands of dollars), Total All Banks, As At June 30, 2021, (in thousands of dollars)"
Total  Assets,3393736566,7199699401,"Total All Banks, As At June 30, 2021, (in thousands of dollars), Total All Banks, As At June 30, 2021, (in thousands of dollars)"
