Section I - Assets,Foreign Currency,Total Currency,P_Tags
(a) Insurance-related assets,285138,9675499,"Total All Banks, As At July 31, 2020, (in thousands of dollars), Total All Banks, As At July 31, 2020, (in thousands of dollars)"
(b) Accrued interest,6099105,12430099,"Total All Banks, As At July 31, 2020, (in thousands of dollars), Total All Banks, As At July 31, 2020, (in thousands of dollars)"
(c) Prepaid and deferred charges,1778844,7094840,"Total All Banks, As At July 31, 2020, (in thousands of dollars), Total All Banks, As At July 31, 2020, (in thousands of dollars)"
(d) Goodwill,37644966,51837600,"Total All Banks, As At July 31, 2020, (in thousands of dollars), Total All Banks, As At July 31, 2020, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At July 31, 2020, (in thousands of dollars), Total All Banks, As At July 31, 2020, (in thousands of dollars)"
(i) with definite lives,5523492,16535989,"Total All Banks, As At July 31, 2020, (in thousands of dollars), Total All Banks, As At July 31, 2020, (in thousands of dollars)"
(ii) with indefinite lives,212173,5093158,"Total All Banks, As At July 31, 2020, (in thousands of dollars), Total All Banks, As At July 31, 2020, (in thousands of dollars)"
(f) Deferred tax assets,2841200,10655726,"Total All Banks, As At July 31, 2020, (in thousands of dollars), Total All Banks, As At July 31, 2020, (in thousands of dollars)"
(g) Derivatives related amounts,165228055,403016933,"Total All Banks, As At July 31, 2020, (in thousands of dollars), Total All Banks, As At July 31, 2020, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,7772746,20861011,"Total All Banks, As At July 31, 2020, (in thousands of dollars), Total All Banks, As At July 31, 2020, (in thousands of dollars)"
(i) Interests in associates and joint ventures,15944055,18346922,"Total All Banks, As At July 31, 2020, (in thousands of dollars), Total All Banks, As At July 31, 2020, (in thousands of dollars)"
(j) Other,92797290,136884853,"Total All Banks, As At July 31, 2020, (in thousands of dollars), Total All Banks, As At July 31, 2020, (in thousands of dollars)"
Total  Assets,3194265331,7113731022,"Total All Banks, As At July 31, 2020, (in thousands of dollars), Total All Banks, As At July 31, 2020, (in thousands of dollars)"
