Section I - Assets,Foreign Currency,Total Currency,P_Tags
(C) Uninsured,186942079,1384379645,"Total All Banks, As At January 31, 2024, (in thousands of dollars), Total All Banks, As At January 31, 2024, (in thousands of dollars)"
(D) Reverse Mortgages,316924,7701155,"Total All Banks, As At January 31, 2024, (in thousands of dollars), Total All Banks, As At January 31, 2024, (in thousands of dollars)"
(ii) Non-residential,82480011,184464371,"Total All Banks, As At January 31, 2024, (in thousands of dollars), Total All Banks, As At January 31, 2024, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",533459,70993555,"Total All Banks, As At January 31, 2024, (in thousands of dollars), Total All Banks, As At January 31, 2024, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",15119590,33987996,"Total All Banks, As At January 31, 2024, (in thousands of dollars), Total All Banks, As At January 31, 2024, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At January 31, 2024, (in thousands of dollars), Total All Banks, As At January 31, 2024, (in thousands of dollars)"
(a) Insurance-related assets,16792,12696163,"Total All Banks, As At January 31, 2024, (in thousands of dollars), Total All Banks, As At January 31, 2024, (in thousands of dollars)"
(b) Accrued interest,17640023,31328628,"Total All Banks, As At January 31, 2024, (in thousands of dollars), Total All Banks, As At January 31, 2024, (in thousands of dollars)"
(c) Prepaid and deferred charges,2261464,9264568,"Total All Banks, As At January 31, 2024, (in thousands of dollars), Total All Banks, As At January 31, 2024, (in thousands of dollars)"
(d) Goodwill,48422990,63522894,"Total All Banks, As At January 31, 2024, (in thousands of dollars), Total All Banks, As At January 31, 2024, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At January 31, 2024, (in thousands of dollars), Total All Banks, As At January 31, 2024, (in thousands of dollars)"
(i) with definite lives,8937448,22017191,"Total All Banks, As At January 31, 2024, (in thousands of dollars), Total All Banks, As At January 31, 2024, (in thousands of dollars)"
(ii) with indefinite lives,11262,4941748,"Total All Banks, As At January 31, 2024, (in thousands of dollars), Total All Banks, As At January 31, 2024, (in thousands of dollars)"
(f) Deferred tax assets,6360047,16112102,"Total All Banks, As At January 31, 2024, (in thousands of dollars), Total All Banks, As At January 31, 2024, (in thousands of dollars)"
(g) Derivatives related amounts,104666413,285118989,"Total All Banks, As At January 31, 2024, (in thousands of dollars), Total All Banks, As At January 31, 2024, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,28502495,41602559,"Total All Banks, As At January 31, 2024, (in thousands of dollars), Total All Banks, As At January 31, 2024, (in thousands of dollars)"
(i) Interests in associates and joint ventures,16225676,18311836,"Total All Banks, As At January 31, 2024, (in thousands of dollars), Total All Banks, As At January 31, 2024, (in thousands of dollars)"
(j) Other,145034519,208273834,"Total All Banks, As At January 31, 2024, (in thousands of dollars), Total All Banks, As At January 31, 2024, (in thousands of dollars)"
Total  Assets,4105484969,8592225847,"Total All Banks, As At January 31, 2024, (in thousands of dollars), Total All Banks, As At January 31, 2024, (in thousands of dollars)"
