Section I - Assets,Foreign Currency,Total Currency,P_Tags
Of (A) Secured by residential property,21480495,267052805,"Total All Banks, As At March 31, 2019, (in thousands of dollars), Total All Banks, As At March 31, 2019, (in thousands of dollars)"
which: (B) Secured by other than residential property,49550606,157009035,"Total All Banks, As At March 31, 2019, (in thousands of dollars), Total All Banks, As At March 31, 2019, (in thousands of dollars)"
(vii) Reverse repurchase agreements,622512248,844234084,"Total All Banks, As At March 31, 2019, (in thousands of dollars), Total All Banks, As At March 31, 2019, (in thousands of dollars)"
(viii) To individuals and others for business purposes,539643248,886463056,"Total All Banks, As At March 31, 2019, (in thousands of dollars), Total All Banks, As At March 31, 2019, (in thousands of dollars)"
Of (A) Secured by residential property,6759247,32548404,"Total All Banks, As At March 31, 2019, (in thousands of dollars), Total All Banks, As At March 31, 2019, (in thousands of dollars)"
which: (B) Secured by other than residential property,269756887,477598829,"Total All Banks, As At March 31, 2019, (in thousands of dollars), Total All Banks, As At March 31, 2019, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","Total All Banks, As At March 31, 2019, (in thousands of dollars), Total All Banks, As At March 31, 2019, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At March 31, 2019, (in thousands of dollars), Total All Banks, As At March 31, 2019, (in thousands of dollars)"
(A) Insured,1043160,482736337,"Total All Banks, As At March 31, 2019, (in thousands of dollars), Total All Banks, As At March 31, 2019, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,190652755,"Total All Banks, As At March 31, 2019, (in thousands of dollars), Total All Banks, As At March 31, 2019, (in thousands of dollars)"
(C) Uninsured,113151111,807671557,"Total All Banks, As At March 31, 2019, (in thousands of dollars), Total All Banks, As At March 31, 2019, (in thousands of dollars)"
(D) Reverse Mortgages,667603,3616916,"Total All Banks, As At March 31, 2019, (in thousands of dollars), Total All Banks, As At March 31, 2019, (in thousands of dollars)"
(ii) Non-residential,54528303,133332996,"Total All Banks, As At March 31, 2019, (in thousands of dollars), Total All Banks, As At March 31, 2019, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",1438527,98083497,"Total All Banks, As At March 31, 2019, (in thousands of dollars), Total All Banks, As At March 31, 2019, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",7478037,16565761,"Total All Banks, As At March 31, 2019, (in thousands of dollars), Total All Banks, As At March 31, 2019, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At March 31, 2019, (in thousands of dollars), Total All Banks, As At March 31, 2019, (in thousands of dollars)"
(a) Insurance-related assets,312853,8702561,"Total All Banks, As At March 31, 2019, (in thousands of dollars), Total All Banks, As At March 31, 2019, (in thousands of dollars)"
(b) Accrued interest,7299516,13811500,"Total All Banks, As At March 31, 2019, (in thousands of dollars), Total All Banks, As At March 31, 2019, (in thousands of dollars)"
(c) Prepaid and deferred charges,1908465,6878363,"Total All Banks, As At March 31, 2019, (in thousands of dollars), Total All Banks, As At March 31, 2019, (in thousands of dollars)"
(d) Goodwill,38454898,52472210,"Total All Banks, As At March 31, 2019, (in thousands of dollars), Total All Banks, As At March 31, 2019, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At March 31, 2019, (in thousands of dollars), Total All Banks, As At March 31, 2019, (in thousands of dollars)"
(i) with definite lives,5939959,16697314,"Total All Banks, As At March 31, 2019, (in thousands of dollars), Total All Banks, As At March 31, 2019, (in thousands of dollars)"
(ii) with indefinite lives,208608,5082505,"Total All Banks, As At March 31, 2019, (in thousands of dollars), Total All Banks, As At March 31, 2019, (in thousands of dollars)"
(f) Deferred tax assets,3707209,9520549,"Total All Banks, As At March 31, 2019, (in thousands of dollars), Total All Banks, As At March 31, 2019, (in thousands of dollars)"
(g) Derivatives related amounts,416892299,225690256,"Total All Banks, As At March 31, 2019, (in thousands of dollars), Total All Banks, As At March 31, 2019, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,8404963,16969406,"Total All Banks, As At March 31, 2019, (in thousands of dollars), Total All Banks, As At March 31, 2019, (in thousands of dollars)"
(i) Interests in associates and joint ventures,18229639,19939356,"Total All Banks, As At March 31, 2019, (in thousands of dollars), Total All Banks, As At March 31, 2019, (in thousands of dollars)"
(j) Other,57669501,120747280,"Total All Banks, As At March 31, 2019, (in thousands of dollars), Total All Banks, As At March 31, 2019, (in thousands of dollars)"
Total  Assets,3106679533,6039379127,"Total All Banks, As At March 31, 2019, (in thousands of dollars), Total All Banks, As At March 31, 2019, (in thousands of dollars)"
