Section I - Assets,Foreign Currency,Total Currency,P_Tags
(viii) To individuals and others for business purposes,304028462,534064842,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
Of (A) Secured by residential property,9266873,23217989,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
which: (B) Secured by other than residential property,162928181,309577821,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
"(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","(b) Mortgages, less allowance for impairment","Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
(A) Insured,904712,545074670,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,176184714,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
(C) Uninsured,65350313,479359433,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
(D) Reverse Mortgages,0,1428762,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
(ii) Non-residential,29987816,84213834,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",1035932,79557003,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",7612814,15361539,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
(a) Insurance-related assets,104954,5683356,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
(b) Accrued interest,3085932,7673024,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
(c) Prepaid and deferred charges,1337281,4659324,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
(d) Goodwill,28180683,39678704,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
(i) with definite lives,3620432,11266100,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
(ii) with indefinite lives,388762,2940005,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
(f) Deferred tax assets,5773425,10919362,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
(g) Derivatives related amounts,135310193,303561340,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,7963145,11535403,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
(i) Interests in associates and joint ventures,13308082,15681998,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
(j) Other,61785673,88451650,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
Total  Assets,1820296406,4511274383,"Total All Banks, As At April 30, 2015, (in thousands of dollars), Total All Banks, As At April 30, 2015, (in thousands of dollars)"
