Section I - Assets,Foreign Currency,Total Currency,P_Tags
(D) Reverse Mortgages,448411,5633094,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
(ii) Non-residential,59208674,155842983,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",520312,90525585,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",14012188,32349236,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
(a) Insurance-related assets,314787,10843379,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
(b) Accrued interest,6199452,13571111,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
(c) Prepaid and deferred charges,1802939,8468437,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
(d) Goodwill,34252949,49176690,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
(i) with definite lives,4779210,16878391,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
(ii) with indefinite lives,38655,4925140,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
(f) Deferred tax assets,3714696,6579796,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
(g) Derivatives related amounts,787129938,441366007,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,16035177,26628932,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
(i) Interests in associates and joint ventures,16100608,18596125,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
(j) Other,118920690,181340034,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
Total  Assets,4172589710,7803398811,"Total All Banks, As At April 30, 2022, (in thousands of dollars), Total All Banks, As At April 30, 2022, (in thousands of dollars)"
