Section I - Assets,Foreign Currency,Total Currency,P_Tags
which: (B) Secured by other than residential property,8868870,51596859,"The Bank of Nova Scotia, As At June 30, 2024, (in thousands of dollars)"
(vii) Reverse repurchase agreements,130797043,190811198,"The Bank of Nova Scotia, As At June 30, 2024, (in thousands of dollars)"
(viii) To individuals and others for business purposes,179084800,284233892,"The Bank of Nova Scotia, As At June 30, 2024, (in thousands of dollars)"
Of (A) Secured by residential property,3081773,15918651,"The Bank of Nova Scotia, As At June 30, 2024, (in thousands of dollars)"
which: (B) Secured by other than residential property,87534847,146682283,"The Bank of Nova Scotia, As At June 30, 2024, (in thousands of dollars)"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","The Bank of Nova Scotia, As At June 30, 2024, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"The Bank of Nova Scotia, As At June 30, 2024, (in thousands of dollars)"
(A) Insured,93,72825636,"The Bank of Nova Scotia, As At June 30, 2024, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,33674905,"The Bank of Nova Scotia, As At June 30, 2024, (in thousands of dollars)"
(C) Uninsured,52930403,272697590,"The Bank of Nova Scotia, As At June 30, 2024, (in thousands of dollars)"
(D) Reverse Mortgages,0,0,"The Bank of Nova Scotia, As At June 30, 2024, (in thousands of dollars)"
(ii) Non-residential,77847,2816276,"The Bank of Nova Scotia, As At June 30, 2024, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",66664,5508868,"The Bank of Nova Scotia, As At June 30, 2024, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",2340428,5377088,"The Bank of Nova Scotia, As At June 30, 2024, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","The Bank of Nova Scotia, As At June 30, 2024, (in thousands of dollars)"
(a) Insurance-related assets,19892,1318651,"The Bank of Nova Scotia, As At June 30, 2024, (in thousands of dollars)"
(b) Accrued interest,3467114,5292656,"The Bank of Nova Scotia, As At June 30, 2024, (in thousands of dollars)"
(c) Prepaid and deferred charges,872565,2612077,"The Bank of Nova Scotia, As At June 30, 2024, (in thousands of dollars)"
(d) Goodwill,3829945,8950545,"The Bank of Nova Scotia, As At June 30, 2024, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"The Bank of Nova Scotia, As At June 30, 2024, (in thousands of dollars)"
(i) with definite lives,1063337,3351741,"The Bank of Nova Scotia, As At June 30, 2024, (in thousands of dollars)"
(ii) with indefinite lives,0,4577700,"The Bank of Nova Scotia, As At June 30, 2024, (in thousands of dollars)"
(f) Deferred tax assets,1160793,3349160,"The Bank of Nova Scotia, As At June 30, 2024, (in thousands of dollars)"
(g) Derivatives related amounts,98393322,49698233,"The Bank of Nova Scotia, As At June 30, 2024, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,0,0,"The Bank of Nova Scotia, As At June 30, 2024, (in thousands of dollars)"
(i) Interests in associates and joint ventures,1751042,2088575,"The Bank of Nova Scotia, As At June 30, 2024, (in thousands of dollars)"
(j) Other,8581377,15329245,"The Bank of Nova Scotia, As At June 30, 2024, (in thousands of dollars)"
Total  Assets,762614662,1412412328,"The Bank of Nova Scotia, As At June 30, 2024, (in thousands of dollars)"
