Section I - Assets,Foreign Currency,Total Currency,P_Tags
(B) Of which: NHA MBS pooled and unsold,0,174719076,"Total All Banks, As At August 31, 2016, (in thousands of dollars), Total All Banks, As At August 31, 2016, (in thousands of dollars)"
(C) Uninsured,80863236,553524964,"Total All Banks, As At August 31, 2016, (in thousands of dollars), Total All Banks, As At August 31, 2016, (in thousands of dollars)"
(D) Reverse Mortgages,0,1729091,"Total All Banks, As At August 31, 2016, (in thousands of dollars), Total All Banks, As At August 31, 2016, (in thousands of dollars)"
(ii) Non-residential,43176252,104207250,"Total All Banks, As At August 31, 2016, (in thousands of dollars), Total All Banks, As At August 31, 2016, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowances for impairment",1811329,78788321,"Total All Banks, As At August 31, 2016, (in thousands of dollars), Total All Banks, As At August 31, 2016, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",8471046,16541503,"Total All Banks, As At August 31, 2016, (in thousands of dollars), Total All Banks, As At August 31, 2016, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At August 31, 2016, (in thousands of dollars), Total All Banks, As At August 31, 2016, (in thousands of dollars)"
(a) Insurance-related assets,90639,5414077,"Total All Banks, As At August 31, 2016, (in thousands of dollars), Total All Banks, As At August 31, 2016, (in thousands of dollars)"
(b) Accrued interest,3953370,8588228,"Total All Banks, As At August 31, 2016, (in thousands of dollars), Total All Banks, As At August 31, 2016, (in thousands of dollars)"
(c) Prepaid and deferred charges,1457098,5248278,"Total All Banks, As At August 31, 2016, (in thousands of dollars), Total All Banks, As At August 31, 2016, (in thousands of dollars)"
(d) Goodwill,32369905,44056924,"Total All Banks, As At August 31, 2016, (in thousands of dollars), Total All Banks, As At August 31, 2016, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At August 31, 2016, (in thousands of dollars), Total All Banks, As At August 31, 2016, (in thousands of dollars)"
(i) with definite lives,5541433,14177032,"Total All Banks, As At August 31, 2016, (in thousands of dollars), Total All Banks, As At August 31, 2016, (in thousands of dollars)"
(ii) with indefinite lives,206497,2891472,"Total All Banks, As At August 31, 2016, (in thousands of dollars), Total All Banks, As At August 31, 2016, (in thousands of dollars)"
(f) Deferred tax assets,6355516,11839418,"Total All Banks, As At August 31, 2016, (in thousands of dollars), Total All Banks, As At August 31, 2016, (in thousands of dollars)"
(g) Derivatives related amounts,494138776,329077674,"Total All Banks, As At August 31, 2016, (in thousands of dollars), Total All Banks, As At August 31, 2016, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,7039521,16472759,"Total All Banks, As At August 31, 2016, (in thousands of dollars), Total All Banks, As At August 31, 2016, (in thousands of dollars)"
(i) Interests in associates and joint ventures,14617081,16771813,"Total All Banks, As At August 31, 2016, (in thousands of dollars), Total All Banks, As At August 31, 2016, (in thousands of dollars)"
(j) Other,38110806,96647595,"Total All Banks, As At August 31, 2016, (in thousands of dollars), Total All Banks, As At August 31, 2016, (in thousands of dollars)"
Total  Assets,2570967368,5130361641,"Total All Banks, As At August 31, 2016, (in thousands of dollars), Total All Banks, As At August 31, 2016, (in thousands of dollars)"
