Section I - Assets,Foreign Currency,Total Currency,P_Tags
Of (A) Secured by residential property,21207357,322699610,"As At June 30, 2024, (in thousands of dollars), Total Domestic Banks"
which: (B) Secured by other than residential property,89147669,223865409,"As At June 30, 2024, (in thousands of dollars), Total Domestic Banks"
(vii) Reverse repurchase agreements,752244119,1018338143,"As At June 30, 2024, (in thousands of dollars), Total Domestic Banks"
(viii) To individuals and others for business purposes,770963605,1391190791,"As At June 30, 2024, (in thousands of dollars), Total Domestic Banks"
Of (A) Secured by residential property,11419698,45678691,"As At June 30, 2024, (in thousands of dollars), Total Domestic Banks"
which: (B) Secured by other than residential property,431803962,833206585,"As At June 30, 2024, (in thousands of dollars), Total Domestic Banks"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","As At June 30, 2024, (in thousands of dollars), Total Domestic Banks"
(i) Residential,(i) Residential,(i) Residential,"As At June 30, 2024, (in thousands of dollars), Total Domestic Banks"
(A) Insured,1712085,429371946,"As At June 30, 2024, (in thousands of dollars), Total Domestic Banks"
(B) Of which: NHA MBS pooled and unsold,0,150787194,"As At June 30, 2024, (in thousands of dollars), Total Domestic Banks"
(C) Uninsured,193847860,1412715808,"As At June 30, 2024, (in thousands of dollars), Total Domestic Banks"
(D) Reverse Mortgages,297542,8249050,"As At June 30, 2024, (in thousands of dollars), Total Domestic Banks"
(ii) Non-residential,85212083,185370351,"As At June 30, 2024, (in thousands of dollars), Total Domestic Banks"
"4. Customers' liability under acceptances, less allowance for expected credit losses",492791,11088844,"As At June 30, 2024, (in thousands of dollars), Total Domestic Banks"
"5. Land, buildings, and equipment, less accumulated depreciation",15039247,33353625,"As At June 30, 2024, (in thousands of dollars), Total Domestic Banks"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","As At June 30, 2024, (in thousands of dollars), Total Domestic Banks"
(a) Insurance-related assets,26234,12807414,"As At June 30, 2024, (in thousands of dollars), Total Domestic Banks"
(b) Accrued interest,18114639,32224474,"As At June 30, 2024, (in thousands of dollars), Total Domestic Banks"
(c) Prepaid and deferred charges,2234662,9108162,"As At June 30, 2024, (in thousands of dollars), Total Domestic Banks"
(d) Goodwill,49328127,70764035,"As At June 30, 2024, (in thousands of dollars), Total Domestic Banks"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"As At June 30, 2024, (in thousands of dollars), Total Domestic Banks"
(i) with definite lives,8731559,23877255,"As At June 30, 2024, (in thousands of dollars), Total Domestic Banks"
(ii) with indefinite lives,11480,5260142,"As At June 30, 2024, (in thousands of dollars), Total Domestic Banks"
(f) Deferred tax assets,7749027,17149071,"As At June 30, 2024, (in thousands of dollars), Total Domestic Banks"
(g) Derivatives related amounts,549226471,300931636,"As At June 30, 2024, (in thousands of dollars), Total Domestic Banks"
(h) Due from Head Office and related Canadian regulated Financial Institutions,0,0,"As At June 30, 2024, (in thousands of dollars), Total Domestic Banks"
(i) Interests in associates and joint ventures,17003761,19322927,"As At June 30, 2024, (in thousands of dollars), Total Domestic Banks"
(j) Other,154739372,203266211,"As At June 30, 2024, (in thousands of dollars), Total Domestic Banks"
Total  Assets,4675494373,8662237384,"As At June 30, 2024, (in thousands of dollars), Total Domestic Banks"
