Section I - Assets,Foreign Currency,Total Currency,P_Tags
(vi) To individuals for non-business purposes,0,230360,"As At June 30, 2024, (in thousands of dollars), Innovation Federal Credit Union"
Of (A) Secured by residential property,0,9673,"As At June 30, 2024, (in thousands of dollars), Innovation Federal Credit Union"
which: (B) Secured by other than residential property,0,151312,"As At June 30, 2024, (in thousands of dollars), Innovation Federal Credit Union"
(vii) Reverse repurchase agreements,0,0,"As At June 30, 2024, (in thousands of dollars), Innovation Federal Credit Union"
(viii) To individuals and others for business purposes,412,137635,"As At June 30, 2024, (in thousands of dollars), Innovation Federal Credit Union"
Of (A) Secured by residential property,0,122,"As At June 30, 2024, (in thousands of dollars), Innovation Federal Credit Union"
which: (B) Secured by other than residential property,412,134009,"As At June 30, 2024, (in thousands of dollars), Innovation Federal Credit Union"
"(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","(b) Mortgages, less allowance for expected credit losses","As At June 30, 2024, (in thousands of dollars), Innovation Federal Credit Union"
(i) Residential,(i) Residential,(i) Residential,"As At June 30, 2024, (in thousands of dollars), Innovation Federal Credit Union"
(A) Insured,0,482415,"As At June 30, 2024, (in thousands of dollars), Innovation Federal Credit Union"
(B) Of which: NHA MBS pooled and unsold,0,233455,"As At June 30, 2024, (in thousands of dollars), Innovation Federal Credit Union"
(C) Uninsured,0,1393825,"As At June 30, 2024, (in thousands of dollars), Innovation Federal Credit Union"
(D) Reverse Mortgages,0,21648,"As At June 30, 2024, (in thousands of dollars), Innovation Federal Credit Union"
(ii) Non-residential,0,1146394,"As At June 30, 2024, (in thousands of dollars), Innovation Federal Credit Union"
"4. Customers' liability under acceptances, less allowance for expected credit losses",0,0,"As At June 30, 2024, (in thousands of dollars), Innovation Federal Credit Union"
"5. Land, buildings, and equipment, less accumulated depreciation",0,16130,"As At June 30, 2024, (in thousands of dollars), Innovation Federal Credit Union"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","As At June 30, 2024, (in thousands of dollars), Innovation Federal Credit Union"
(a) Insurance-related assets,0,0,"As At June 30, 2024, (in thousands of dollars), Innovation Federal Credit Union"
(b) Accrued interest,34,26273,"As At June 30, 2024, (in thousands of dollars), Innovation Federal Credit Union"
(c) Prepaid and deferred charges,0,17000,"As At June 30, 2024, (in thousands of dollars), Innovation Federal Credit Union"
(d) Goodwill,0,0,"As At June 30, 2024, (in thousands of dollars), Innovation Federal Credit Union"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"As At June 30, 2024, (in thousands of dollars), Innovation Federal Credit Union"
(i) with definite lives,0,1308,"As At June 30, 2024, (in thousands of dollars), Innovation Federal Credit Union"
(ii) with indefinite lives,0,0,"As At June 30, 2024, (in thousands of dollars), Innovation Federal Credit Union"
(f) Deferred tax assets,0,12060,"As At June 30, 2024, (in thousands of dollars), Innovation Federal Credit Union"
(g) Derivatives related amounts,0,1246,"As At June 30, 2024, (in thousands of dollars), Innovation Federal Credit Union"
(h) Due from Head Office and related Canadian regulated Financial Institutions,0,0,"As At June 30, 2024, (in thousands of dollars), Innovation Federal Credit Union"
(i) Interests in associates and joint ventures,0,0,"As At June 30, 2024, (in thousands of dollars), Innovation Federal Credit Union"
(j) Other,0,9639,"As At June 30, 2024, (in thousands of dollars), Innovation Federal Credit Union"
Total  Assets,20215,3998986,"As At June 30, 2024, (in thousands of dollars), Innovation Federal Credit Union"
