Section I - Assets,Foreign Currency,Total Currency,P_Tags
"5. Land, buildings, and equipment, less accumulated depreciation",8819516,16631255,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
6. Other assets,6. Other assets,6. Other assets,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
(a) Insurance-related assets,112750,5489417,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
(b) Accrued interest,3424238,7912789,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
(c) Prepaid and deferred charges,1829762,5151547,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
(d) Goodwill,30014507,41726338,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
(i) with definite lives,3778078,11587696,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
(ii) with indefinite lives,235669,2917949,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
(f) Deferred tax assets,6286584,11560538,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
(g) Derivatives related amounts,579790387,346197627,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,6949162,10154376,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
(i) Interests in associates and joint ventures,14783230,17242620,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
(j) Other,22984586,91279471,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
Total  Assets,2450438820,4822511942,"Total All Banks, As At August 31, 2015, (in thousands of dollars), Total All Banks, As At August 31, 2015, (in thousands of dollars)"
