Section I - Assets,Foreign Currency,Total Currency,P_Tags
"(b) Mortgages, less allowance for impairment/expected credit losses","(b) Mortgages, less allowance for impairment/expected credit losses","(b) Mortgages, less allowance for impairment/expected credit losses","Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
(A) Insured,936990,518159140,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,178136045,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
(C) Uninsured,95872435,709281870,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
(D) Reverse Mortgages,407797,2857244,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
(ii) Non-residential,47891388,119934948,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for impairment/expected credit losses",1463717,86701310,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",6951353,15007107,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
(a) Insurance-related assets,295187,5593797,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
(b) Accrued interest,5410825,10961204,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
(c) Prepaid and deferred charges,1707622,5882306,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
(d) Goodwill,35974146,47876853,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
(i) with definite lives,5642971,15360737,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
(ii) with indefinite lives,209950,2894411,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
(f) Deferred tax assets,3853175,10019505,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
(g) Derivatives related amounts,275865383,252217084,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,8868542,17875904,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
(i) Interests in associates and joint ventures,15932089,17946469,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
(j) Other,58101197,94459580,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
Total  Assets,2607405252,5477023131,"Total All Banks, As At April 30, 2018, (in thousands of dollars), Total All Banks, As At April 30, 2018, (in thousands of dollars)"
