Section I - Assets,Foreign Currency,Total Currency,P_Tags
"4. Customers' liability under acceptances, less allowance for expected credit losses",1689040,96668447,"Total All Banks, As At June 30, 2019, (in thousands of dollars), Total All Banks, As At June 30, 2019, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",7285935,16416254,"Total All Banks, As At June 30, 2019, (in thousands of dollars), Total All Banks, As At June 30, 2019, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At June 30, 2019, (in thousands of dollars), Total All Banks, As At June 30, 2019, (in thousands of dollars)"
(a) Insurance-related assets,304822,8792131,"Total All Banks, As At June 30, 2019, (in thousands of dollars), Total All Banks, As At June 30, 2019, (in thousands of dollars)"
(b) Accrued interest,7368890,13503181,"Total All Banks, As At June 30, 2019, (in thousands of dollars), Total All Banks, As At June 30, 2019, (in thousands of dollars)"
(c) Prepaid and deferred charges,1810432,6679018,"Total All Banks, As At June 30, 2019, (in thousands of dollars), Total All Banks, As At June 30, 2019, (in thousands of dollars)"
(d) Goodwill,37451944,51480705,"Total All Banks, As At June 30, 2019, (in thousands of dollars), Total All Banks, As At June 30, 2019, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At June 30, 2019, (in thousands of dollars), Total All Banks, As At June 30, 2019, (in thousands of dollars)"
(i) with definite lives,5758985,16639139,"Total All Banks, As At June 30, 2019, (in thousands of dollars), Total All Banks, As At June 30, 2019, (in thousands of dollars)"
(ii) with indefinite lives,200508,5074293,"Total All Banks, As At June 30, 2019, (in thousands of dollars), Total All Banks, As At June 30, 2019, (in thousands of dollars)"
(f) Deferred tax assets,3590064,9115356,"Total All Banks, As At June 30, 2019, (in thousands of dollars), Total All Banks, As At June 30, 2019, (in thousands of dollars)"
(g) Derivatives related amounts,-109953005,236809706,"Total All Banks, As At June 30, 2019, (in thousands of dollars), Total All Banks, As At June 30, 2019, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,5934330,16848925,"Total All Banks, As At June 30, 2019, (in thousands of dollars), Total All Banks, As At June 30, 2019, (in thousands of dollars)"
(i) Interests in associates and joint ventures,18392758,19952363,"Total All Banks, As At June 30, 2019, (in thousands of dollars), Total All Banks, As At June 30, 2019, (in thousands of dollars)"
(j) Other,151465135,123848517,"Total All Banks, As At June 30, 2019, (in thousands of dollars), Total All Banks, As At June 30, 2019, (in thousands of dollars)"
Total  Assets,2725024842,6171607371,"Total All Banks, As At June 30, 2019, (in thousands of dollars), Total All Banks, As At June 30, 2019, (in thousands of dollars)"
