Section I - Assets,Foreign Currency,Total Currency,P_Tags
(i) Residential,(i) Residential,(i) Residential,"Total All Banks, As At October 31, 2019, (in thousands of dollars), Total All Banks, As At October 31, 2019, (in thousands of dollars)"
(A) Insured,1232145,473049101,"Total All Banks, As At October 31, 2019, (in thousands of dollars), Total All Banks, As At October 31, 2019, (in thousands of dollars)"
(B) Of which: NHA MBS pooled and unsold,0,182539915,"Total All Banks, As At October 31, 2019, (in thousands of dollars), Total All Banks, As At October 31, 2019, (in thousands of dollars)"
(C) Uninsured,117742942,868262989,"Total All Banks, As At October 31, 2019, (in thousands of dollars), Total All Banks, As At October 31, 2019, (in thousands of dollars)"
(D) Reverse Mortgages,609445,3924050,"Total All Banks, As At October 31, 2019, (in thousands of dollars), Total All Banks, As At October 31, 2019, (in thousands of dollars)"
(ii) Non-residential,56100076,137324560,"Total All Banks, As At October 31, 2019, (in thousands of dollars), Total All Banks, As At October 31, 2019, (in thousands of dollars)"
"4. Customers' liability under acceptances, less allowance for expected credit losses",1352985,91928993,"Total All Banks, As At October 31, 2019, (in thousands of dollars), Total All Banks, As At October 31, 2019, (in thousands of dollars)"
"5. Land, buildings, and equipment, less accumulated depreciation",7325592,16752151,"Total All Banks, As At October 31, 2019, (in thousands of dollars), Total All Banks, As At October 31, 2019, (in thousands of dollars)"
"6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","6. Other assets, less allowance for expected credit losses where applicable","Total All Banks, As At October 31, 2019, (in thousands of dollars), Total All Banks, As At October 31, 2019, (in thousands of dollars)"
(a) Insurance-related assets,259705,9118858,"Total All Banks, As At October 31, 2019, (in thousands of dollars), Total All Banks, As At October 31, 2019, (in thousands of dollars)"
(b) Accrued interest,6790405,13560389,"Total All Banks, As At October 31, 2019, (in thousands of dollars), Total All Banks, As At October 31, 2019, (in thousands of dollars)"
(c) Prepaid and deferred charges,1916513,7005232,"Total All Banks, As At October 31, 2019, (in thousands of dollars), Total All Banks, As At October 31, 2019, (in thousands of dollars)"
(d) Goodwill,37208800,51351730,"Total All Banks, As At October 31, 2019, (in thousands of dollars), Total All Banks, As At October 31, 2019, (in thousands of dollars)"
(e) Intangibles,(e) Intangibles,(e) Intangibles,"Total All Banks, As At October 31, 2019, (in thousands of dollars), Total All Banks, As At October 31, 2019, (in thousands of dollars)"
(i) with definite lives,5755506,16791662,"Total All Banks, As At October 31, 2019, (in thousands of dollars), Total All Banks, As At October 31, 2019, (in thousands of dollars)"
(ii) with indefinite lives,204773,5082254,"Total All Banks, As At October 31, 2019, (in thousands of dollars), Total All Banks, As At October 31, 2019, (in thousands of dollars)"
(f) Deferred tax assets,2845130,8899633,"Total All Banks, As At October 31, 2019, (in thousands of dollars), Total All Banks, As At October 31, 2019, (in thousands of dollars)"
(g) Derivatives related amounts,107454952,253158963,"Total All Banks, As At October 31, 2019, (in thousands of dollars), Total All Banks, As At October 31, 2019, (in thousands of dollars)"
(h) Due from Head Office and related Canadian regulated Financial Institutions,11098655,21645764,"Total All Banks, As At October 31, 2019, (in thousands of dollars), Total All Banks, As At October 31, 2019, (in thousands of dollars)"
(i) Interests in associates and joint ventures,18884215,20559153,"Total All Banks, As At October 31, 2019, (in thousands of dollars), Total All Banks, As At October 31, 2019, (in thousands of dollars)"
(j) Other,90421709,116060633,"Total All Banks, As At October 31, 2019, (in thousands of dollars), Total All Banks, As At October 31, 2019, (in thousands of dollars)"
Total  Assets,2858109305,6179036387,"Total All Banks, As At October 31, 2019, (in thousands of dollars), Total All Banks, As At October 31, 2019, (in thousands of dollars)"
